system:index,Long,Source,first,.geo
262,-89.59,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.59,17.23]}"
182,-89.41,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.41,17.18]}"
185,-89.41,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.41,17.18]}"
184,-89.41,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.41,17.17]}"
181,-89.42,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.42,17.17]}"
183,-89.42,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.42,17.17]}"
180,-89.4,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.4,17.11]}"
186,-89.42,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.42,17.11]}"
187,-89.42,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.42,17.11]}"
188,-89.42,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.42,17.11]}"
194,-89.42,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.42,17.11]}"
193,-89.42,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.42,17.1]}"
195,-89.42,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.42,17.1]}"
169,-89.88,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.88,16.29]}"
179,-89.27,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.27,16.45]}"
176,-89.28,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.28,16.45]}"
175,-89.26,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.26,16.43]}"
171,-89.25,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.25,16.42]}"
177,-89.25,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.25,16.42]}"
178,-89.25,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.25,16.42]}"
174,-89.26,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.26,16.42]}"
172,-89.26,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.26,16.39]}"
173,-89.36,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.36,16.4]}"
170,-89.24,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.24,16.42]}"
335,-89.0,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.0,15.88]}"
334,-89.03,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.03,15.88]}"
333,-89.15,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.15,15.77]}"
317,-89.99,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.99,15.12]}"
331,-89.99,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.99,15.1]}"
332,-89.99,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.99,15.1]}"
330,-89.98,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.98,15.1]}"
328,-89.97,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.97,15.11]}"
329,-89.97,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.97,15.11]}"
316,-89.98,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.98,15.12]}"
318,-89.98,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.98,15.12]}"
319,-89.98,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.98,15.12]}"
320,-89.98,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.98,15.12]}"
321,-89.98,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.98,15.12]}"
322,-89.98,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.98,15.12]}"
324,-89.98,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.98,15.12]}"
325,-89.98,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.98,15.12]}"
326,-89.97,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.97,15.12]}"
327,-89.97,Garcia et al. (2009),,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-89.97,15.12]}"
341,-84.15,Michael Cove,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.15,10.53]}"
348,-84.04,Michael Cove,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.04,10.31]}"
339,-84.04,Michael Cove,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.04,10.26]}"
349,-84.04,Michael Cove,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.04,10.28]}"
347,-83.99,Michael Cove,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.99,10.36]}"
352,-82.98,Jan Schipper - Jose F. Gonzalez-Maya,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.98,9.11]}"
353,-82.9,Jan Schipper - Jose F. Gonzalez-Maya,120.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.9,9.0]}"
363,-82.53,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.53,8.84]}"
365,-82.52,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.52,9.52]}"
364,-82.62,Ninon Meyer,123.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-82.62,9.34]}"
356,-83.16,Jan Schipper - Jose F. Gonzalez-Maya,120.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.16,9.38]}"
355,-83.19,Jan Schipper - Jose F. Gonzalez-Maya,120.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.19,9.35]}"
354,-83.21,Jan Schipper - Jose F. Gonzalez-Maya,190.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.21,9.34]}"
351,-83.49,Jan Schipper - Jose F. Gonzalez-Maya,120.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.49,9.43]}"
350,-83.5,Jan Schipper - Jose F. Gonzalez-Maya,120.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.5,9.92]}"
385,-79.57,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-79.57,9.48]}"
386,-79.57,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-79.57,9.48]}"
381,-79.86,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-79.86,9.16]}"
368,-79.8,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-79.8,9.21]}"
382,-79.76,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-79.76,9.17]}"
359,-79.97,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-79.97,9.32]}"
383,-80.69,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-80.69,9.0]}"
384,-80.65,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-80.65,8.89]}"
360,-80.67,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-80.67,8.67]}"
367,-81.07,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.07,8.57]}"
366,-81.7,Ninon Meyer,,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-81.7,8.93]}"
