system:index,first,.geo
2_54,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.83920857947302,13.303282609051148]}"
2_55,190.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.08640762034928,13.74153578873472]}"
2_56,210.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.52601703934636,9.912433157208602]}"
2_57,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.98012217960938,13.560487865139471]}"
2_58,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.24835933869703,12.13579279539756]}"
2_59,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.78840336133403,12.961204326825777]}"
2_60,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.09703320836554,12.110860564965785]}"
2_61,120.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.68696236950461,11.416715624686661]}"
2_62,140.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.06557886517233,10.48098547350408]}"
2_63,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.92653284179848,13.129956079591405]}"
2_64,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.51193225241553,14.230909532249425]}"
2_65,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.29875431432731,11.02814383477588]}"
2_66,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.86869183058302,10.561728695571821]}"
2_67,73.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.50581046462554,10.139540805391794]}"
2_68,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.9998673338443,12.202794514191018]}"
2_69,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.29744734839677,14.443233902064287]}"
2_70,120.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.00096600499622,13.659316145598517]}"
2_71,110.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.321530973342,11.343034399109605]}"
2_72,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.18084744125831,11.030155894656053]}"
2_73,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.36233930331605,14.43269775135914]}"
2_74,73.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.18844000572493,9.925670824837818]}"
2_75,120.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.5628802119013,13.991482326030127]}"
2_76,13.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.35055931864649,10.449986551639553]}"
2_77,190.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.6752324826516,11.972288554125972]}"
2_78,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.69048864531604,12.619648592893094]}"
2_79,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.09957424127971,12.26566454508921]}"
2_80,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.6586779751948,12.062816814809118]}"
2_81,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.7817210831811,14.027672726107108]}"
2_82,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.95028180535344,10.86008365103495]}"
2_83,120.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.3856822239704,9.528336381363394]}"
2_84,140.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.85216338745263,12.774672886102136]}"
2_85,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.85081102874094,13.726477980650893]}"
2_86,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.54310990079168,13.540877020933946]}"
2_87,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.1925182644594,10.07934658630627]}"
2_88,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.85288398571535,12.08073365801782]}"
2_89,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.3272612751684,11.016778450843603]}"
2_90,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.09445892681148,11.644788453074256]}"
2_91,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.48936407486185,10.489237896621958]}"
2_92,13.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.76622371452726,11.151151846262058]}"
2_93,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.6527168658089,10.606225491547924]}"
2_94,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-83.99350033874052,11.771144917885165]}"
2_95,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.67243295117412,14.05107025712308]}"
2_96,90.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.39768882116083,9.858683246796797]}"
2_97,70.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-84.35931068127485,10.801142571668484]}"
2_98,10.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.16531836020968,10.35454757886481]}"
2_99,1.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-85.07327631758851,11.30521335592903]}"
