Node	dA	dPC	dPCintra	dPCflux	dPCconnector	
418	0.0371985	0.1709801	0.0002116	0.1707685	0.0000000	
419	0.5297068	2.4582370	0.0429056	2.4153310	0.0000000	
420	0.8475383	4.3320070	0.1098401	3.9141250	0.3080416	
421	0.5714548	2.2258040	0.0499351	2.1632930	0.0125756	
422	0.5153495	3.5140200	0.0406112	2.1107360	1.3626730	
423	0.0108444	0.0481018	0.0000180	0.0480839	0.0000000	
424	0.0068977	0.0336861	0.0000073	0.0312248	0.0024540	
425	0.0070984	0.0280676	0.0000077	0.0280599	0.0000000	
426	0.0074456	0.0330218	0.0000085	0.0327008	0.0003125	
427	0.0093358	0.0332052	0.0000133	0.0331919	0.0000000	
428	0.0369340	0.1419913	0.0002086	0.1340009	0.0077818	
429	0.0077510	0.0081996	0.0000092	0.0081905	0.0000000	
430	0.0049273	0.0059565	0.0000037	0.0053727	0.0005800	
431	0.4059511	2.3233520	0.0251994	1.8137880	0.4843649	
432	0.0101740	0.0125661	0.0000158	0.0113000	0.0012502	
433	0.4589339	2.2264910	0.0322064	2.0552690	0.1390149	
434	0.2120892	0.7651759	0.0068783	0.7582976	0.0000000	
435	0.0061219	0.0302357	0.0000057	0.0302300	0.0000000	
436	0.0360575	0.1758425	0.0001988	0.1756437	0.0000000	
437	5.1998650	27.1449000	4.1345340	18.2007400	4.8096220	
438	0.1554657	0.5994996	0.0036958	0.4027962	0.1930076	
439	0.0778952	0.1846227	0.0009278	0.1836949	0.0000000	
440	0.0083106	0.0200070	0.0000106	0.0199965	0.0000000	
441	0.0279633	0.1866631	0.0001196	0.0729262	0.1136174	
442	0.0384848	0.1234126	0.0002265	0.0957457	0.0274404	
443	0.0544044	0.0747628	0.0004526	0.0699680	0.0043421	
444	0.0117077	0.0143171	0.0000210	0.0142936	0.0000025	
445	0.0793392	0.2131687	0.0009625	0.1203990	0.0918072	
446	0.5056671	0.7359243	0.0390995	0.6954645	0.0013603	
447	0.0027677	0.0001934	0.0000012	0.0001921	0.0000000	
448	0.0204069	0.0014162	0.0000637	0.0013214	0.0000311	
449	0.0149571	0.0002010	0.0000342	0.0001647	0.0000021	
450	0.0011339	0.0000171	0.0000002	0.0000169	0.0000000	
451	0.0571948	0.0012080	0.0005002	0.0007074	0.0000004	
452	0.0495218	0.0005016	0.0003750	0.0001264	0.0000002	
453	0.0307337	0.0024721	0.0001444	0.0021341	0.0001936	
454	0.0198876	0.0046409	0.0000605	0.0035753	0.0010051	
455	0.0012616	0.0002276	0.0000002	0.0002273	0.0000000	
456	0.0483500	0.0108171	0.0003575	0.0084207	0.0020389	
457	0.0843654	0.0097168	0.0010884	0.0086281	0.0000004	
458	0.0483278	0.0039096	0.0003571	0.0035458	0.0000066	
459	0.0454960	0.0152082	0.0003165	0.0089562	0.0059355	
460	0.0959558	0.0194779	0.0014079	0.0169914	0.0010786	
461	0.0035830	0.0007279	0.0000020	0.0007260	0.0000000	
462	0.0089871	0.0018968	0.0000124	0.0018642	0.0000202	
463	0.0169788	0.0035783	0.0000441	0.0035343	0.0000000	
464	0.0615320	0.0206189	0.0005790	0.0125818	0.0074581	
465	0.1051102	0.0245617	0.0016894	0.0174372	0.0054350	
466	0.0081193	0.0016974	0.0000101	0.0016802	0.0000072	
467	0.0085087	0.0019086	0.0000111	0.0018976	0.0000000	
468	0.0188370	0.0042562	0.0000543	0.0040803	0.0001216	
469	0.2081986	0.0405448	0.0066282	0.0338112	0.0001054	
470	0.0247828	0.0087421	0.0000939	0.0086414	0.0000068	
471	0.0040787	0.0008606	0.0000025	0.0008581	0.0000000	
472	0.2213604	0.0448032	0.0074928	0.0351814	0.0021290	
473	0.0413149	0.0348050	0.0002610	0.0345439	0.0000000	
474	0.0224622	0.0232726	0.0000772	0.0190567	0.0041387	
475	0.0024097	0.0094366	0.0000009	0.0022038	0.0072319	
476	0.0045279	0.0041164	0.0000031	0.0041133	0.0000000	
477	0.0026555	0.0020486	0.0000011	0.0020475	0.0000000	
478	0.0017094	0.0018136	0.0000004	0.0014836	0.0003295	
479	0.0016552	0.0015271	0.0000004	0.0015244	0.0000023	
480	0.0169182	0.0259226	0.0000438	0.0155324	0.0103464	
481	0.0023951	0.0019084	0.0000009	0.0017598	0.0001477	
482	0.0137423	0.0009665	0.0000289	0.0009249	0.0000127	
483	0.0156866	0.0013846	0.0000376	0.0012548	0.0000921	
484	0.1252694	0.0568852	0.0023996	0.0398053	0.0146804	
485	0.0190559	0.0074209	0.0000555	0.0073654	0.0000000	
486	0.0045230	0.0018872	0.0000031	0.0018840	0.0000000	
487	0.0056850	0.0025623	0.0000049	0.0025574	0.0000000	
488	0.0020894	0.0019214	0.0000007	0.0019207	0.0000000	
489	0.0069139	0.0004495	0.0000073	0.0004421	0.0000000	
490	0.0021611	0.0009057	0.0000007	0.0008622	0.0000427	
491	0.0085862	0.0040472	0.0000113	0.0035001	0.0005358	
492	0.0397350	0.0247842	0.0002414	0.0245428	0.0000000	
493	0.0024551	0.0021406	0.0000009	0.0021397	0.0000000	
494	0.0734346	0.0362521	0.0008246	0.0334563	0.0019712	
495	0.0415165	0.0033598	0.0002636	0.0028348	0.0002614	
496	0.0027844	0.0002259	0.0000012	0.0002247	0.0000000	
497	0.0286054	0.0020268	0.0001251	0.0018754	0.0000262	
498	0.1145956	0.0746244	0.0020081	0.0419938	0.0306225	
499	0.0204204	0.0192278	0.0000638	0.0185824	0.0005816	
500	0.0047375	0.0003999	0.0000034	0.0003913	0.0000052	
501	0.0287691	0.0752430	0.0001266	0.0273216	0.0477948	
502	0.0058388	0.0008636	0.0000052	0.0005464	0.0003120	
503	0.0049369	0.0003270	0.0000037	0.0003100	0.0000132	
504	0.0430972	0.0323296	0.0002840	0.0198394	0.0122062	
505	0.2774354	0.3777528	0.0117697	0.2425681	0.1234150	
506	0.0266501	0.0105236	0.0001086	0.0098071	0.0006079	
507	0.0102639	0.0090747	0.0000161	0.0090586	0.0000000	
508	0.0047823	0.0003639	0.0000035	0.0003363	0.0000241	
509	0.0195861	0.0027530	0.0000587	0.0017885	0.0009059	
510	0.0084985	0.0010035	0.0000110	0.0009225	0.0000699	
511	0.0056461	0.0051776	0.0000049	0.0051661	0.0000066	
512	0.0119736	0.0014729	0.0000219	0.0013381	0.0001128	
513	0.0084945	0.0009171	0.0000110	0.0009061	0.0000000	
514	0.0142653	0.0055510	0.0000311	0.0052575	0.0002624	
515	0.0026149	0.0003128	0.0000010	0.0002591	0.0000527	
516	0.0082872	0.0011555	0.0000105	0.0009971	0.0001479	
517	0.0133351	0.0065564	0.0000272	0.0065292	0.0000000	
518	0.0070514	0.0008464	0.0000076	0.0006903	0.0001485	
519	0.3932319	0.4379462	0.0236450	0.3284226	0.0858786	
520	0.0097949	0.0010817	0.0000147	0.0009281	0.0001388	
521	0.0080116	0.0011976	0.0000098	0.0011878	0.0000000	
522	0.0227410	0.0092359	0.0000791	0.0087200	0.0004369	
523	0.0070140	0.0014813	0.0000075	0.0010096	0.0004641	
524	0.0051537	0.0006409	0.0000041	0.0005557	0.0000811	
525	0.0046553	0.0009834	0.0000033	0.0006801	0.0003000	
526	0.0038656	0.0010820	0.0000023	0.0006260	0.0004537	
527	0.0145103	0.0023987	0.0000322	0.0023533	0.0000132	
528	0.0188231	0.0036308	0.0000542	0.0033383	0.0002384	
529	0.0035925	0.0005546	0.0000020	0.0003601	0.0001926	
530	0.1093295	0.0859972	0.0018278	0.0835618	0.0006077	
531	0.0028028	0.0005288	0.0000012	0.0004440	0.0000836	
532	0.0527584	0.0101027	0.0004256	0.0085874	0.0010896	
533	0.0189997	0.0060887	0.0000552	0.0031697	0.0028638	
534	0.0152868	0.0054853	0.0000357	0.0054381	0.0000115	
535	0.0018565	0.0003306	0.0000005	0.0003301	0.0000000	
536	0.0078384	0.0382849	0.0000094	0.0067023	0.0315732	
537	0.0043629	0.0015870	0.0000029	0.0006844	0.0008997	
538	0.0072658	0.0027918	0.0000081	0.0011332	0.0016505	
539	0.5048329	0.5794806	0.0389707	0.4051128	0.1353971	
540	0.0027677	0.0013174	0.0000012	0.0004370	0.0008792	
541	0.0764492	0.0148195	0.0008937	0.0119576	0.0019681	
542	0.0117571	0.0015868	0.0000211	0.0012402	0.0003255	
543	0.0104158	0.0016923	0.0000166	0.0016197	0.0000560	
544	0.0148435	0.0016286	0.0000337	0.0015349	0.0000600	
545	0.0041426	0.0014740	0.0000026	0.0007379	0.0007335	
546	0.0089862	0.0011846	0.0000123	0.0009697	0.0002025	
547	0.0028725	0.0003041	0.0000013	0.0003015	0.0000013	
548	0.0384422	0.0080662	0.0002260	0.0068441	0.0009961	
549	0.0441029	0.0067427	0.0002974	0.0062200	0.0002253	
550	0.0096489	0.0249779	0.0000142	0.0088137	0.0161499	
551	0.0035734	0.0031300	0.0000020	0.0031280	0.0000000	
552	0.0042805	0.0007357	0.0000028	0.0006640	0.0000688	
553	0.0085040	0.0012803	0.0000111	0.0012463	0.0000229	
554	0.0131934	0.0028782	0.0000266	0.0023571	0.0004945	
555	0.0044168	0.0008832	0.0000030	0.0007620	0.0001182	
556	0.0140663	0.0412942	0.0000303	0.0087911	0.0324728	
557	0.0070400	0.0014032	0.0000076	0.0012699	0.0001257	
558	0.0657602	0.0149180	0.0006613	0.0117883	0.0024684	
559	0.0082169	0.0015283	0.0000103	0.0013616	0.0001564	
560	0.3455513	0.4634968	0.0182586	0.2758039	0.1694343	
561	0.0029788	0.0006503	0.0000014	0.0005034	0.0001455	
562	0.0902259	0.1975040	0.0012448	0.0749247	0.1213344	
563	0.0253973	0.0047521	0.0000986	0.0042222	0.0004312	
564	0.0028956	0.0006705	0.0000013	0.0005593	0.0001099	
565	0.0109235	0.0051370	0.0000182	0.0021331	0.0029857	
566	0.0091356	0.0042904	0.0000128	0.0040658	0.0002118	
567	0.0080730	0.0023448	0.0000100	0.0016292	0.0007056	
568	0.0079478	0.0423035	0.0000097	0.0046947	0.0375991	
569	0.0039256	0.0010094	0.0000024	0.0008035	0.0002035	
570	0.0013674	0.0002527	0.0000003	0.0002467	0.0000058	
571	0.0109307	0.0020365	0.0000183	0.0019506	0.0000676	
572	0.0013960	0.0003560	0.0000003	0.0002577	0.0000979	
573	0.0016498	0.0004026	0.0000004	0.0003397	0.0000625	
574	0.0227450	0.0058476	0.0000791	0.0039282	0.0018403	
575	0.1541835	0.2256604	0.0036351	0.1196366	0.1023887	
576	0.0424614	0.0327155	0.0002757	0.0302075	0.0022323	
577	0.1523929	0.2703115	0.0035512	0.1215342	0.1452261	
578	0.0830995	0.0233561	0.0010559	0.0157606	0.0065396	
579	0.0049962	0.0015771	0.0000038	0.0010265	0.0005467	
580	0.0057946	0.0020890	0.0000051	0.0011544	0.0009294	
581	0.0181829	0.0072482	0.0000506	0.0034609	0.0037368	
582	0.0043948	0.0027619	0.0000030	0.0024201	0.0003389	
583	0.0057414	0.0013734	0.0000050	0.0011944	0.0001739	
584	0.0148136	0.0038804	0.0000336	0.0029671	0.0008797	
585	0.0175447	0.0368234	0.0000471	0.0090831	0.0276932	
586	0.0038425	0.0007205	0.0000023	0.0007182	0.0000000	
587	0.0147818	0.0117911	0.0000334	0.0117577	0.0000000	
588	0.0797838	0.0201347	0.0009734	0.0138676	0.0052937	
589	0.0079023	0.0016757	0.0000095	0.0015233	0.0001428	
590	0.0327529	0.0586970	0.0001640	0.0259653	0.0325677	
591	0.0047345	0.0030928	0.0000034	0.0030845	0.0000049	
592	0.0012224	0.0003967	0.0000002	0.0002401	0.0001564	
593	0.0020647	0.0012607	0.0000007	0.0012224	0.0000377	
594	0.0433824	0.0158824	0.0002878	0.0081940	0.0074006	
595	0.0012694	0.0001559	0.0000002	0.0001556	0.0000000	
596	0.0062802	0.0084296	0.0000060	0.0032228	0.0052007	
597	0.0102315	0.0023530	0.0000160	0.0019992	0.0003378	
598	0.1212121	0.0309263	0.0022466	0.0212842	0.0073954	
599	0.0232668	0.0118617	0.0000828	0.0117252	0.0000537	
600	0.0057243	0.0040343	0.0000050	0.0030357	0.0009935	
601	0.0093889	0.0019005	0.0000135	0.0018870	0.0000000	
602	0.0135072	0.0086894	0.0000279	0.0079456	0.0007159	
603	0.0793606	0.0093260	0.0009631	0.0083599	0.0000030	
604	0.0056480	0.0037886	0.0000049	0.0037834	0.0000003	
605	0.0024000	0.0006281	0.0000009	0.0004319	0.0001954	
606	0.0112007	0.0062590	0.0000192	0.0022188	0.0040210	
607	0.0013803	0.0013735	0.0000003	0.0008352	0.0005379	
608	0.0056129	0.0033868	0.0000048	0.0030108	0.0003712	
609	0.0071820	0.0041341	0.0000079	0.0041262	0.0000000	
610	0.0058549	0.0262997	0.0000052	0.0041699	0.0221246	
611	0.0352294	0.0178210	0.0001898	0.0168431	0.0007881	
612	0.0065936	0.0009220	0.0000066	0.0009153	0.0000000	
613	0.0029131	0.0016402	0.0000013	0.0016389	0.0000000	
614	0.0031922	0.0034394	0.0000016	0.0019591	0.0014788	
615	0.0034562	0.0006623	0.0000018	0.0005457	0.0001148	
616	0.0319542	0.0073824	0.0001561	0.0056121	0.0016142	
617	0.0054616	0.0009836	0.0000046	0.0008591	0.0001199	
618	0.0917048	0.0489780	0.0012860	0.0444867	0.0032053	
619	0.0044166	0.0009890	0.0000030	0.0007514	0.0002346	
620	0.0869292	0.0769604	0.0011555	0.0592381	0.0165667	
621	0.0304766	0.0226227	0.0001420	0.0134316	0.0090491	
622	0.0086276	0.0066128	0.0000114	0.0034046	0.0031968	
623	0.5069550	0.3830003	0.0392990	0.3337832	0.0099181	
624	0.0045376	0.0009854	0.0000031	0.0008222	0.0001600	
625	0.0130403	0.0126896	0.0000260	0.0088969	0.0037667	
626	0.0523377	0.0463035	0.0004189	0.0236642	0.0222204	
627	0.0443334	0.0392685	0.0003005	0.0217648	0.0172032	
628	0.0022733	0.0006657	0.0000008	0.0006649	0.0000000	
629	0.0027697	0.0011324	0.0000012	0.0006766	0.0004547	
630	0.0089689	0.0014391	0.0000123	0.0012082	0.0002186	
631	0.0096442	0.0011581	0.0000142	0.0010677	0.0000761	
632	0.0028456	0.0024223	0.0000012	0.0009608	0.0014603	
633	0.0102031	0.0019697	0.0000159	0.0015350	0.0004188	
634	0.0122155	0.0022218	0.0000228	0.0017519	0.0004470	
635	0.0031089	0.0008336	0.0000015	0.0008254	0.0000067	
636	0.0062588	0.0069527	0.0000060	0.0033247	0.0036220	
637	0.0075698	0.0112066	0.0000088	0.0036953	0.0075025	
638	0.0016914	0.0008833	0.0000004	0.0007842	0.0000987	
639	0.0024391	0.0010597	0.0000009	0.0010588	0.0000000	
640	0.0018601	0.0013115	0.0000005	0.0013110	0.0000000	
641	0.0049642	0.0006092	0.0000038	0.0005612	0.0000441	
642	0.0588621	0.0070206	0.0005298	0.0063536	0.0001372	
643	0.0045382	0.0015902	0.0000031	0.0011197	0.0004674	
644	0.0014867	0.0010738	0.0000003	0.0010734	0.0000000	
645	0.0034188	0.0003349	0.0000018	0.0003285	0.0000046	
646	0.0101071	0.0054102	0.0000156	0.0053944	0.0000002	
647	0.0048153	0.0046002	0.0000035	0.0021370	0.0024596	
648	0.0039087	0.0022427	0.0000023	0.0021218	0.0001185	
649	0.0077652	0.0045192	0.0000092	0.0022852	0.0022248	
650	0.0220829	0.0027756	0.0000746	0.0025312	0.0001698	
651	0.0023340	0.0054542	0.0000008	0.0012625	0.0041909	
652	0.0616343	0.0426027	0.0005809	0.0393563	0.0026655	
653	0.0175016	0.0063720	0.0000468	0.0050683	0.0012569	
654	0.0084103	0.0010129	0.0000108	0.0009198	0.0000823	
655	0.0077640	0.0110235	0.0000092	0.0042089	0.0068053	
656	0.0091543	0.0023879	0.0000128	0.0023441	0.0000309	
657	0.0445750	0.0380108	0.0003038	0.0311149	0.0065920	
658	0.0250118	0.0076828	0.0000957	0.0070837	0.0005034	
659	0.0099015	0.0015300	0.0000150	0.0011062	0.0004088	
660	0.0099860	0.0054499	0.0000152	0.0054347	0.0000000	
661	0.0033264	0.0007445	0.0000017	0.0007000	0.0000428	
662	0.0078123	0.0027098	0.0000093	0.0026062	0.0000942	
663	0.0050427	0.0011926	0.0000039	0.0011371	0.0000515	
664	0.0048110	0.0013105	0.0000035	0.0012371	0.0000698	
665	0.2482384	0.1376554	0.0094228	0.1190920	0.0091407	
666	0.1023083	0.0398679	0.0016005	0.0306638	0.0076035	
667	0.0028765	0.0004876	0.0000013	0.0004834	0.0000030	
668	0.0115120	0.0011454	0.0000203	0.0010023	0.0001228	
669	0.0030194	0.0001137	0.0000014	0.0001123	0.0000000	
670	0.0347657	0.0033753	0.0001848	0.0029253	0.0002652	
671	0.0208231	0.0031877	0.0000663	0.0029246	0.0001967	
672	0.0214505	0.0323312	0.0000704	0.0115867	0.0206741	
673	0.0285261	0.0025056	0.0001244	0.0023377	0.0000434	
674	0.0073339	0.0010512	0.0000082	0.0010010	0.0000419	
675	0.6226134	0.5168165	0.0592761	0.3462999	0.1112405	
676	0.0101782	0.0005091	0.0000158	0.0004817	0.0000115	
677	0.0034435	0.0003055	0.0000018	0.0003037	0.0000000	
678	0.0254051	0.0034330	0.0000987	0.0032862	0.0000481	
679	0.0016640	0.0000680	0.0000004	0.0000676	0.0000000	
680	0.0390211	0.0104270	0.0002328	0.0101565	0.0000376	
681	0.0704341	0.0237232	0.0007586	0.0199460	0.0030186	
682	0.7597061	0.4546599	0.0882538	0.3407194	0.0256866	
683	0.0948642	0.0621230	0.0013761	0.0581702	0.0025767	
684	0.1120231	0.0402199	0.0019189	0.0383010	0.0000000	
685	0.2150821	0.0752513	0.0070738	0.0681775	0.0000000	
686	0.0362870	0.0399078	0.0002013	0.0397065	0.0000000	
687	0.0022196	0.0054716	0.0000008	0.0054709	0.0000000	
688	0.3065415	0.6135516	0.0143688	0.4414623	0.1577204	
689	0.0022295	0.0050756	0.0000008	0.0035781	0.0014967	
690	0.1183905	0.3278622	0.0021433	0.3257189	0.0000000	
691	0.2381601	0.3121004	0.0086732	0.2991658	0.0042613	
692	0.0162073	0.0233503	0.0000402	0.0233101	0.0000000	
693	0.0023923	0.0021377	0.0000009	0.0021368	0.0000000	
694	0.0867133	0.5277692	0.0011498	0.2466768	0.2799426	
695	0.0758260	0.0151112	0.0008792	0.0142320	0.0000000	
696	0.0737235	0.2126538	0.0008311	0.2118226	0.0000000	
697	0.0113537	0.0308335	0.0000197	0.0308137	0.0000000	
698	0.0314244	0.0821292	0.0001510	0.0819782	0.0000000	
699	1.1647270	2.1328180	0.2074389	1.5618310	0.3635482	
700	0.0425094	0.0699179	0.0002763	0.0696018	0.0000398	
701	0.0206523	0.0298309	0.0000652	0.0297657	0.0000000	
702	0.0260644	0.3512881	0.0001039	0.0737579	0.2774262	
703	0.0078043	0.0225615	0.0000093	0.0225522	0.0000000	
704	1.4277480	3.5403160	0.3117061	3.2076710	0.0209394	
705	0.0034120	0.0098243	0.0000018	0.0098225	0.0000000	
706	0.0083795	0.0241371	0.0000107	0.0238836	0.0002427	
707	0.0016422	0.0045895	0.0000004	0.0045891	0.0000000	
708	0.0255401	0.0709787	0.0000997	0.0708789	0.0000000	
709	0.0347019	0.0977291	0.0001841	0.0934475	0.0040975	
710	0.0028099	0.0079663	0.0000012	0.0079651	0.0000000	
711	0.0094959	0.0274109	0.0000138	0.0273971	0.0000000	
712	0.0035750	0.0104313	0.0000020	0.0100602	0.0003691	
713	0.0074781	0.0209511	0.0000086	0.0209425	0.0000000	
714	0.0033790	0.0092752	0.0000017	0.0092734	0.0000001	
715	0.0014907	0.0040617	0.0000003	0.0040613	0.0000000	
716	0.2088254	0.5332179	0.0066682	0.5248358	0.0017138	
717	0.0031407	0.0087511	0.0000015	0.0087496	0.0000000	
718	0.0051036	0.0145485	0.0000040	0.0145445	0.0000000	
719	0.0043280	0.0124635	0.0000029	0.0124607	0.0000000	
720	0.1967485	0.5297925	0.0059192	0.5238732	0.0000000	
721	0.0086700	0.0248642	0.0000115	0.0248527	0.0000000	
722	0.1228936	0.3228658	0.0023094	0.3200674	0.0004890	
723	0.0049818	0.0111848	0.0000038	0.0109913	0.0001897	
724	0.0187145	0.0433103	0.0000536	0.0422307	0.0010260	
725	0.0075607	0.0163034	0.0000087	0.0159980	0.0002966	
726	0.0028722	0.0080403	0.0000013	0.0071148	0.0009242	
727	0.1099457	0.3111066	0.0018484	0.3092581	0.0000000	
728	0.0011270	0.0025726	0.0000002	0.0025724	0.0000000	
729	0.1937490	0.5055653	0.0057401	0.4998252	0.0000000	
730	0.0973979	0.3809330	0.0014506	0.2329825	0.1464999	
731	6.1864220	13.5031000	5.8522300	6.5817190	1.0691550	
732	0.2682190	0.6170683	0.0110007	0.6060404	0.0000272	
