Node,dA,dPC,dPCintra,dPCflux,dPCconnector,Component,BC
263,0.0724833,0.0370505,0.0008034,0.0328392,0.003408,11,3.37E-05
264,0.097491,0.1085332,0.0014534,0.0598806,0.0471992,11,0.0006885
265,0.0432763,0.0098965,0.0002864,0.0081584,0.0014517,11,0.0010433
266,0.0187121,0.0028873,0.0000535,0.0028338,0,11,5.60E-06
267,0.0460483,0.0333249,0.0003242,0.0258072,0.0071934,11,0.0007581
268,0.1094106,0.017519,0.0018305,0.0156108,0.0000777,11,1.20E-06
269,0.0159218,0.0235126,0.0000388,0.0092179,0.0142559,11,4.16E-05
270,0.199394,0.1065168,0.0060795,0.0841693,0.0162679,11,0.00016
271,0.0400255,0.036826,0.000245,0.0232864,0.0132947,11,0.0004274
272,0.1535447,0.0880219,0.0036051,0.0838612,0.0005556,11,8.11E-05
273,0.4315068,0.2521625,0.028472,0.2057932,0.0178973,11,0.0002034
274,0.0789305,0.0163603,0.0009526,0.0139988,0.0014088,11,0.0034757
275,0.1980989,0.0745889,0.0060008,0.05844,0.0101481,11,0.0085557
276,0.0595812,0.0405104,0.0005428,0.0328861,0.0070814,11,0.0006829
277,0.0869355,0.0584531,0.0011557,0.0434573,0.0138401,11,0.0004988
278,0.1306247,0.1095959,0.0026091,0.0644498,0.042537,11,0.0006022
279,0.044556,0.0229845,0.0003036,0.0120986,0.0105823,11,0.0002608
280,0.0096277,0.0038826,0.0000142,0.0038684,0,11,0.0004776
281,0.0271693,0.0096991,0.0001129,0.009583,0.0000032,11,4.00E-07
282,0.0050796,0.0021155,0.0000039,0.0021116,0,11,2.10E-06
283,0.002187,0.0008145,0.0000007,0.0007545,0.0000592,11,4.00E-07
284,0.0213149,0.028407,0.0000695,0.0084085,0.019929,11,0.0003097
285,0.0345693,0.0156443,0.0001827,0.0111603,0.0043012,11,4.20E-06
286,0.0320448,0.0219681,0.000157,0.0133352,0.0084759,11,2.10E-06
287,0.0932875,0.0333179,0.0013307,0.0224292,0.009558,11,0.0010203
288,0.0112568,0.0046317,0.0000194,0.0046123,0,11,1.70E-06
289,0.0292248,0.0261901,0.0001306,0.010733,0.0153265,11,0.0003535
290,0.0139105,0.005901,0.0000296,0.0058714,0,11,0.0001263
291,0.0174634,0.0085237,0.0000466,0.0084771,0,11,0.0003533
292,0.1404808,0.0504316,0.0030177,0.0473709,0.0000429,11,0.0002584
293,0.022511,0.0176924,0.0000775,0.0129796,0.0046352,11,0.0002094
294,0.0537023,0.0273514,0.000441,0.0205334,0.006377,11,3.10E-06
295,0.021171,0.0170515,0.0000685,0.0085771,0.0084059,11,3.10E-06
296,0.5166524,0.355159,0.0408168,0.234957,0.0793851,11,0.0016644
297,0.0095227,0.0060658,0.0000139,0.0053557,0.0006962,11,1.23E-05
