"Node","dA","dPC","dPCintra","dPCflux","dPCconnector","Component","BC"
77,0.0127166,0.0001972,3.03e-05,0.0001577,9.4e-06,8,2.62e-05
78,2.06936,4.187988,0.8030752,2.70355,0.6813634,7,0.005683
79,0.0102781,0.0038714,1.98e-05,0.0023847,0.0014672,7,0.0002408
80,0.0205148,0.0062029,7.89e-05,0.0028191,0.0033051,7,3.8e-05
81,0.0049137,0.0020528,4.5e-06,0.0011703,0.0008783,7,0.0002408
82,0.0285325,0.0068979,0.0001527,0.0038499,0.0028955,7,0.0002892
83,0.0242167,0.006156,0.00011,0.0033037,0.0027426,7,5.45e-05
84,0.0316492,0.0068713,0.0001878,0.0064181,0.0002656,7,0.0006001
85,0.018743,0.0001705,6.59e-05,9.77e-05,7.2e-06,8,0
86,0.0418821,0.0077374,0.000329,0.0054502,0.0019585,7,0.0002209
87,0.0557251,0.0108587,0.0005824,0.0067196,0.003557,7,7.91e-05
88,0.027476,0.0065422,0.0001416,0.0035898,0.0028111,7,3.31e-05
89,0.0152251,0.0026203,4.35e-05,0.0020278,0.0005492,7,3.31e-05
90,0.0493626,0.0082645,0.000457,0.0063667,0.001441,7,0.0004652
91,0.0109721,0.0020897,2.26e-05,0.0015731,0.0004943,7,0.000609
92,0.2660577,0.3015507,0.013275,0.2849106,0.0033653,7,0.0030243
93,0.0341213,0.0039206,0.0002183,0.0037022,3e-07,10,2.5e-06
94,0.0244246,0.0067502,0.0001119,0.0037379,0.0029007,10,2.59e-05
95,0.0497262,0.0572417,0.0004637,0.0518105,0.0049678,7,0.0009278
96,0.0356968,0.0376955,0.000239,0.0374565,3e-07,7,9.96e-05
97,0.0095109,0.0051785,1.7e-05,0.0051615,3e-07,7,0.000507
98,0.201749,0.0268584,0.0076332,0.0192252,3e-07,10,0
99,0.0474541,0.0139498,0.0004223,0.0069313,0.0065964,10,5.56e-05
100,0.0228537,0.040164,9.79e-05,0.0271492,0.0129171,7,0.0002245
101,0.0262982,0.0499056,0.0001297,0.0366468,0.0131293,7,0.00016
102,0.0211758,0.0250278,8.41e-05,0.0236574,0.0012865,7,3e-05
103,0.0053361,0.0010794,5.3e-06,0.001074,3e-07,10,0.0001171
104,0.0778111,0.4182297,0.0011354,0.1290896,0.2880049,7,0
105,0.1064097,0.0316,0.0021235,0.0195349,0.0099419,10,0.0003539
106,0.1780824,0.0311935,0.0059474,0.0194362,0.0058102,10,2.59e-05
107,0.2315336,0.7040624,0.0100534,0.3711904,0.3228188,7,0.0001098
108,0.0404956,0.0529725,0.0003075,0.0526649,3e-07,7,0.0001561
109,1.32725,2.209926,0.3303615,1.581971,0.2975938,7,0.0031636
110,0.0622276,0.0916716,0.0007262,0.0815009,0.0094448,7,0.0001468
111,1e-07,1e-07,0,1e-07,3e-07,7,3.2e-05
112,0.0445024,0.0894083,0.0003714,0.066216,0.0228212,7,0.0005231
113,0.006589,0.0002786,8.1e-06,0.0002663,4.4e-06,11,0
114,0.0102006,0.0096895,1.95e-05,0.00967,3e-07,7,1.25e-05
115,0.8080186,2.050512,0.122441,1.120912,0.807159,7,0.0029508
116,0.0024423,9.49e-05,1.1e-06,8.89e-05,5.1e-06,11,0
117,0.1851051,0.0085378,0.0064257,0.0021082,4.2e-06,11,0
118,0.0066277,0.0385477,8.2e-06,0.0077183,0.0308214,7,1.92e-05
119,0.0047206,0.0001961,4.2e-06,0.0001901,2.1e-06,11,0
120,0.0059108,0.000545,6.6e-06,0.0003984,0.0001403,11,0
121,0.0072197,0.0007298,9.8e-06,0.0005308,0.0001895,11,0
122,0.0626229,0.143378,0.0007354,0.0705769,0.0720659,7,9.44e-05
123,0.0032122,0.0002949,1.9e-06,0.0001646,0.0001287,11,0
124,0.2000327,0.3912345,0.0075039,0.2589672,0.1247637,7,0.000395
125,0.0264227,0.0101724,0.0001309,0.0100415,3e-07,7,5.12e-05
126,0.0027689,0.0002161,1.4e-06,0.0001276,8.73e-05,11,0
127,0.1296443,0.2463818,0.003152,0.1969035,0.0463265,7,0.0003363
128,0.0426876,0.066007,0.0003417,0.0443909,0.0212747,7,2.89e-05
129,0.0069597,0.0103592,9.1e-06,0.0103502,3e-07,7,6.71e-05
130,0.0013043,0.0010176,3e-07,0.0010173,3e-07,10,0
131,0.0202823,0.0396822,7.71e-05,0.0253207,0.0142847,7,0.0004354
132,0.0172623,0.148774,5.59e-05,0.0166842,0.1320342,10,0
133,0.2951311,0.3029099,0.0163348,0.2128262,0.0737491,7,0.0002213
134,0.0031754,0.004473,1.9e-06,0.0036699,0.0008014,7,3.85e-05
135,0.4018971,0.6752625,0.030291,0.532554,0.1124178,7,0.0010854
136,0.0375236,0.0469735,0.0002641,0.0305709,0.0161388,7,2.8e-05
137,0.0076822,0.0082462,1.11e-05,0.0069279,0.0013075,7,4.94e-05
138,0.0132741,0.0166884,3.3e-05,0.0098488,0.0068069,7,2.4e-06
139,0.0144762,0.0112596,3.93e-05,0.0112203,3e-07,10,9e-07
140,0.0020234,0.0024876,8e-07,0.0017509,0.0007362,7,1.75e-05
141,0.1294957,0.1034967,0.0031448,0.1003519,3e-07,7,8.2e-06
142,0.1066926,0.2140876,0.0021348,0.1539354,0.0580176,7,9.01e-05
143,0.0123169,0.0034472,2.85e-05,0.0034187,3e-07,7,3.24e-05
144,0.0158394,0.0118093,4.71e-05,0.0079492,0.0038133,7,2.4e-06
145,0.296925,0.4308465,0.016534,0.3872667,0.027046,7,0.0013863
146,0.0060864,0.0034547,6.9e-06,0.0034477,3e-07,7,1.18e-05
147,0.0517427,0.0375954,0.0005021,0.0370933,3e-07,10,2.5e-06
148,0.0150047,0.0078429,4.22e-05,0.006226,0.001575,7,7e-07
149,0.0095826,0.0072568,1.72e-05,0.0072396,3e-07,10,2e-05
150,0.0144068,0.0058017,3.89e-05,0.0057627,3e-07,7,0
151,0.0039741,2.12e-05,3e-06,1.82e-05,3e-07,12,0
152,0.0060253,0.0036904,6.8e-06,0.0036836,3e-07,10,1.03e-05
153,0.0142232,5.61e-05,3.79e-05,1.82e-05,3e-07,12,0
154,0.0509693,0.0510191,0.0004872,0.0495554,0.0009768,10,1.85e-05
155,1.412775,1.244579,0.374309,0.7270794,0.1431913,10,0.0011049
156,0.0038851,0.0035222,2.8e-06,0.0035194,3e-07,10,2.88e-05
157,0.0025675,0.0023977,1.2e-06,0.0023965,3e-07,10,1.76e-05
158,0.0553877,0.0536493,0.0005753,0.0379189,0.0151553,10,6.01e-05
159,0.4529783,0.3737497,0.0384803,0.3095211,0.0257485,10,2e-05
160,0.0163835,0.0231653,5.03e-05,0.0150609,0.0080543,10,1.8e-06
161,0.0176042,0.0198363,5.81e-05,0.0139428,0.0058356,10,0.0004048
162,1.23622,1.021607,0.2865998,0.6559717,0.0790359,10,0.0004066
163,0.0266075,0.0151358,0.0001328,0.0079475,0.0070558,10,4.81e-05
164,0.1276625,0.0578673,0.0030564,0.054328,0.0004831,10,7.32e-05
165,0.1456936,0.0796326,0.0039808,0.0701095,0.0055427,10,2.2e-06
166,0.1158667,0.1308247,0.0025177,0.090468,0.0378393,10,3.36e-05
167,0.041093,0.0147114,0.0003167,0.0127992,0.0015957,10,6.24e-05
168,0.0332268,0.0003543,0.000207,0.0001407,6.8e-06,13,0
169,0.0400728,0.0128367,0.0003012,0.0058338,0.006702,10,0.0003148
170,0.0338835,0.0039477,0.0002153,0.0037324,3e-07,14,0
171,0.2785209,0.023107,0.0145479,0.0080811,0.0004783,14,0
172,0.6517977,0.1498083,0.0796727,0.0700398,9.6e-05,10,0
173,0.0068733,0.0011803,8.9e-06,0.0011714,3e-07,10,0
174,0.0841435,0.0035781,0.0013278,0.0021193,0.0001312,15,1.9e-06
175,0.3639058,0.0505708,0.0248349,0.0237074,0.0020288,10,0
176,0.0118593,0.0004582,2.64e-05,0.0004318,3e-07,15,0
177,0.0695172,0.0105675,0.0009063,0.0096612,3e-07,10,0
178,0.0054066,0.0003091,5.5e-06,0.0003036,3e-07,15,0
179,0.1022343,0.0069773,0.0019601,0.0044659,0.0005516,15,7.5e-06
180,0.0894565,0.0058318,0.0015007,0.004268,6.33e-05,15,1.9e-06
181,0.0552028,0.0012686,0.0005715,0.0006971,3e-07,16,0
182,0.2304141,0.0209107,0.0099564,0.0107819,0.0001727,16,9.74e-05
183,0.0167753,0.0003895,5.28e-05,0.0003367,3e-07,16,0
184,0.0478047,0.0159704,0.0004286,0.008114,0.0074281,16,7.5e-06
185,0.0047836,0.0011738,4.3e-06,0.0009315,0.0002383,16,6e-05
186,0.0067224,0.0013209,8.5e-06,0.0013124,3e-07,16,6e-05
187,0.0952249,0.0432618,0.0017005,0.030645,0.0109165,16,7.5e-06
188,0.0244839,0.0090039,0.0001124,0.0088915,3e-07,16,7.5e-06
189,0.4987359,0.2088241,0.0466472,0.136068,0.0261092,16,0.0002099
190,0.0182455,0.0082663,6.24e-05,0.0082038,3e-07,16,0
191,0.003779,0.0010956,2.7e-06,0.001093,3e-07,16,0
192,0.0940196,0.12096,0.0016578,0.0464773,0.0728252,16,0
193,0.0659818,0.0195025,0.0008165,0.0186861,3e-07,16,0
194,1.23605,0.572032,0.2865209,0.2567527,0.0287586,16,0.0001349
195,0.2695163,0.149502,0.0136224,0.1302345,0.0056453,16,5.25e-05
196,0.0166027,0.0066478,5.17e-05,0.0061683,0.0004281,16,0
197,0.0066213,0.0020909,8.2e-06,0.0020826,3e-07,17,0
198,0.0363958,0.0025506,0.0002484,0.0023022,3e-07,17,0
199,0.1521912,0.0566195,0.0043437,0.0503819,0.0018941,17,4.63e-05
200,0.010529,0.0016208,2.08e-05,0.0009304,0.0006699,17,1.17e-05
201,0.0046538,0.001553,4.1e-06,0.0007888,0.0007604,17,1.17e-05
202,0.0170991,0.0067511,5.48e-05,0.0049473,0.0017493,17,7.18e-05
203,0.0211697,0.0112191,8.4e-05,0.011135,3e-07,17,3.97e-05
204,0.1138692,0.0510341,0.0024316,0.0426129,0.0059898,17,0.0001823
205,0.1167537,0.0945246,0.0025564,0.0535557,0.0384128,17,3.71e-05
206,0.0141911,0.0082223,3.78e-05,0.0081846,3e-07,17,8.8e-06
207,0.3521889,0.2371575,0.0232614,0.1740804,0.039816,17,8.14e-05
208,0.0241398,0.0064403,0.0001093,0.006331,3e-07,17,0
209,1.008164,0.4741967,0.1906104,0.2543872,0.0291994,17,0.0005623
210,0.0199424,0.0012724,7.46e-05,0.000983,0.0002151,17,0.000506
211,0.0576824,0.0144246,0.000624,0.0129519,0.000849,17,0.0005247
212,0.0391577,0.007929,0.0002876,0.0076414,3e-07,17,0
213,0.0863619,0.0060555,0.0013987,0.0042513,0.0004057,17,0.0004797
214,0.4786185,0.0668992,0.0429599,0.0231365,0.0008031,17,0.000446
215,0.030089,0.0007377,0.0001698,0.0005679,3e-07,17,0
216,0.0211895,0.0022252,8.42e-05,0.002141,3e-07,17,4.12e-05
217,0.0202156,0.0013209,7.66e-05,0.001135,0.0001095,17,4.12e-05
218,0.2891346,0.052335,0.0156778,0.0305929,0.0060647,17,0.0001724
219,0.0359239,0.0080615,0.000242,0.0071239,0.0006958,17,0.0001724
220,0.0635927,0.0147265,0.0007584,0.0107503,0.0032181,17,3.7e-06
221,0.0892215,0.0084156,0.0014929,0.0069219,1e-06,17,0
222,0.0190767,0.0317579,6.82e-05,0.0309077,0.0007822,18,0
223,0.281743,3.23014,0.0148864,0.6681411,2.547112,18,6e-05
224,0.1084262,0.2504088,0.0022047,0.2482041,3e-07,18,0
225,0.7677442,4.347473,0.1105394,1.691038,2.545896,18,8.25e-05
226,0.005049,0.0114806,4.8e-06,0.0114758,3e-07,18,0
227,0.0181899,0.0394756,6.21e-05,0.0394135,3e-07,18,0
228,2.110042,4.367521,0.8349614,3.496911,0.0356482,18,7.5e-05
229,0.0101752,0.0118294,1.94e-05,0.01181,3e-07,18,0
230,0.0492266,0.1064665,0.0004544,0.1060121,3e-07,18,6.8e-06
231,0.3791642,0.8850965,0.0269612,0.7803387,0.0777968,18,3.17e-05
232,2.273129,6.167676,0.9690188,3.729667,1.46899,18,0.0003907
233,0.3239657,0.7748646,0.0196826,0.755182,3e-07,18,2.33e-05
234,0.1146572,0.0167357,0.0024654,0.0103648,0.0039057,19,0
235,0.158124,0.4426632,0.004689,0.3695649,0.0684096,18,6.73e-05
236,0.1391659,0.7395876,0.003632,0.3319818,0.4039741,18,0.000103
237,0.0442559,0.1156757,0.0003673,0.1037583,0.0115504,18,8.32e-05
238,0.0182323,0.0049016,6.23e-05,0.0018311,0.0030084,19,0
239,0.0339925,0.0789531,0.0002167,0.0787364,3e-07,18,8.9e-06
240,0.0218515,0.059741,8.95e-05,0.035284,0.0243677,18,2.24e-05
241,0.0326535,0.0451048,2e-04,0.0365247,0.0083805,18,2.24e-05
242,0.0989006,0.008612,0.0018343,0.0066706,0.0001073,19,7.5e-06
243,0.181095,0.1732103,0.0061503,0.1654932,0.0015671,18,5.29e-05
244,0.0264596,0.0216233,0.0001313,0.021492,3e-07,18,3.2e-06
245,0.2148551,0.2060689,0.0086572,0.1836827,0.0137293,18,3.51e-05
246,0.0163172,0.0002442,4.99e-05,0.0001937,8e-07,19,0
247,0.0025722,0.0014277,1.2e-06,0.0013641,6.26e-05,20,2.3e-06
248,0.0130317,0.0057256,3.18e-05,0.0056937,3e-07,20,9e-07
249,0.0610791,0.033997,0.0006996,0.0328651,0.0004325,20,9.4e-06
250,0.0139381,0.0063254,3.64e-05,0.0062889,3e-07,20,0
251,0.059153,0.0378113,0.0006562,0.0345042,0.0026511,20,2.3e-06
252,0.0538393,0.0264429,0.0005436,0.0238755,0.002024,18,0
253,0.2170195,0.1611354,0.0088325,0.1172451,0.0350581,20,0.0002065
254,0.231304,0.1723161,0.0100335,0.124542,0.0377409,20,0.0001854
255,0.1331832,0.0843517,0.0033265,0.0751074,0.005918,20,8.32e-05
256,0.1851873,0.1846821,0.0064314,0.1029698,0.0752811,20,8.94e-05
257,0.0018584,0.0011443,6e-07,0.0011436,3e-07,20,2.18e-05
258,0.0983761,0.0099433,0.0018149,0.0076942,0.0004344,20,4.8e-05
259,0.091735,0.0524336,0.0015782,0.0508554,3e-07,20,7.78e-05
260,0.0128309,0.0026516,3.09e-05,0.0013835,0.0012375,20,0
261,0.0050505,0.0016591,4.8e-06,0.0016543,3e-07,20,0.0001099
262,0.1396279,0.1320419,0.0036562,0.0793678,0.0490181,20,8.63e-05
263,0.0724833,0.0263695,0.0009853,0.0250668,0.0003177,21,0
264,0.097491,0.1176774,0.0017824,0.0572391,0.0586561,20,0.0003656
265,0.0432763,0.0028155,0.0003512,0.002276,0.0001886,20,0
266,0.0187121,0.0011156,6.57e-05,0.00105,3e-07,21,0
267,0.0460483,0.0261613,0.0003977,0.0203048,0.0054592,20,0.0002297
268,0.1094106,0.0071411,0.0022449,0.0048544,4.21e-05,21,1.9e-06
269,0.0159218,0.0218953,4.75e-05,0.0078384,0.0140096,20,9.97e-05
270,0.199394,0.0836968,0.007456,0.0617731,0.014468,21,5e-06
271,0.0400255,0.0319584,0.0003004,0.0196367,0.0120214,20,3.02e-05
272,0.1535447,0.0799758,0.0044213,0.0754272,0.0001275,21,2.2e-05
273,0.4315068,0.2202551,0.0349188,0.1695022,0.0158343,20,0.0004758
274,0.0789305,0.0046595,0.0011684,0.0031683,0.0003231,20,0
275,0.1980989,0.0253806,0.0073595,0.0163023,0.001719,20,0.0006143
276,0.0595812,0.0322669,0.0006657,0.0256785,0.005923,20,0.0001179
277,0.0869355,0.0526054,0.0014174,0.03558,0.0156083,21,1.44e-05
278,0.1306247,0.0612029,0.0031999,0.042736,0.0152672,20,0.0009285
279,0.044556,0.007149,0.0003723,0.0040546,0.0027224,20,2.47e-05
280,0.0096277,0.0023006,1.74e-05,0.0022832,3e-07,20,7.29e-05
281,0.0271693,0.0057654,0.0001384,0.0056239,3.3e-06,20,0
282,0.0050796,0.0014428,4.8e-06,0.001438,3e-07,20,3.6e-06
283,0.002187,0.0005367,9e-07,0.000442,9.4e-05,20,0
284,0.0213149,0.0116791,8.52e-05,0.0042452,0.0073489,20,0.0004006
285,0.0345693,0.0087918,0.0002241,0.0064686,0.0020993,21,0.0001199
286,0.0320448,0.018497,0.0001926,0.0091029,0.0092018,20,3.6e-06
287,0.0932875,0.0091963,0.001632,0.0061731,0.0013915,20,0.0002848
288,0.0112568,0.003128,2.38e-05,0.0031043,3e-07,20,0
289,0.0292248,0.0103972,0.0001602,0.0049041,0.0053332,20,3.55e-05
290,0.0139105,0.0042682,3.63e-05,0.0042319,3e-07,21,7.83e-05
291,0.0174634,0.006664,5.72e-05,0.0066069,3e-07,21,6.2e-06
292,0.1404808,0.0313246,0.003701,0.0275807,4.32e-05,20,0.0002348
293,0.022511,0.017593,9.5e-05,0.0116682,0.00583,21,4.12e-05
294,0.0537023,0.0185756,0.0005408,0.0137583,0.0042767,21,3.94e-05
295,0.021171,0.0133892,8.41e-05,0.0060126,0.0072929,21,3.7e-06
296,0.5166524,0.3253346,0.0500589,0.2002942,0.0749817,21,0.0001992
297,0.0095227,0.0054492,1.7e-05,0.004687,0.0007454,21,1.18e-05
298,0.0123138,0.0012282,2.84e-05,0.0011997,3e-07,20,3.15e-05
299,0.0082005,0.0046347,1.26e-05,0.0038199,0.0008025,21,1.81e-05
300,0.5302609,0.2159371,0.0527307,0.1475668,0.0156398,21,0.0002787
301,0.4994632,0.2054173,0.0467833,0.1528313,0.0058029,21,0.0001122
302,0.0019136,0.0007132,7e-07,0.000666,4.67e-05,21,7.2e-06
303,0.0029768,0.0011429,1.7e-06,0.0005098,0.0006316,20,0
304,0.2468895,0.037278,0.0114311,0.0216167,0.0042304,20,0.0004376
305,0.0442875,0.0087577,0.0003678,0.0066598,0.0017304,20,0
306,0.046239,0.0191325,0.000401,0.0175877,0.0011441,21,7.2e-06
307,0.010876,0.0048256,2.22e-05,0.004246,0.0005577,21,1.6e-06
308,0.0690193,0.0150397,0.0008934,0.0141464,3e-07,21,3.7e-06
309,0.0022391,0.0005176,9e-07,0.0005167,3e-07,21,7.2e-06
310,0.0388528,0.0135718,0.0002831,0.0132887,3e-07,21,3.67e-05
311,0.0062407,0.0013197,7.3e-06,0.0013124,3e-07,21,0
312,0.0387637,0.0046859,0.0002818,0.0044041,3e-07,21,0
313,0.0385719,0.0036571,0.000279,0.0033781,3e-07,20,0
314,0.0015477,8.85e-05,4e-07,8.81e-05,3e-07,22,1.91e-05
315,0.0231247,0.0017094,0.0001003,0.001185,0.0004245,22,3.07e-05
316,0.0114927,0.0012802,2.48e-05,0.0012554,3e-07,22,7.9e-06
317,0.0170664,0.0009362,5.46e-05,0.0008069,7.5e-05,22,1.91e-05
318,0.1170716,0.0134581,0.0025703,0.0100107,0.0008773,22,0.0003885
319,0.0216515,0.0007543,8.79e-05,0.0006664,3e-07,22,0
320,0.0407264,0.0019003,0.0003111,0.0015892,3e-07,22,1.91e-05
321,0.0104411,0.0012616,2.04e-05,0.0012412,3e-07,22,1.59e-05
322,0.021109,0.0094632,8.36e-05,0.0055146,0.0038653,22,1.59e-05
323,0.0083814,0.0014903,1.32e-05,0.0014771,3e-07,22,0
324,0.0073826,0.0085601,1.02e-05,0.0022258,0.0063243,22,1.59e-05
325,0.4605714,0.166791,0.0397812,0.1112538,0.0157563,22,0.0002886
326,0.2375784,0.0918035,0.0105852,0.0761571,0.0050615,22,0.0002886
327,0.0190785,0.0415156,6.83e-05,0.0073093,0.0341383,22,0
328,0.0308415,0.0138495,0.0001784,0.0136712,3e-07,22,0
329,0.2769149,0.1764474,0.0143806,0.0968196,0.0652475,22,0.0006296
330,0.0455597,0.0215872,0.0003893,0.0204592,0.000739,22,0
331,0.0270443,0.0230659,0.0001372,0.012601,0.010328,22,0
332,0.1049296,0.102482,0.0020648,0.046147,0.0542704,22,0
333,0.2040361,0.1899991,0.0078072,0.0825598,0.0996322,22,0.0004985
334,0.4146606,0.2342796,0.0322455,0.1344804,0.0675539,22,0.0004497
335,0.0264261,0.0755042,0.000131,0.01203,0.0633435,22,0
336,0.0475363,0.0837579,0.0004238,0.0196196,0.0637149,22,0.0001237
337,0.0556996,0.0948848,0.0005818,0.0219718,0.0723314,22,0.0001237
338,0.0328332,0.0182966,0.0002022,0.0180402,5.44e-05,22,0
339,1.350469,0.4769298,0.3420213,0.1314496,0.003459,22,0.0001799
340,0.029283,0.0068844,0.0001608,0.0067236,3e-07,22,0
341,0.0743306,0.0012105,0.0010361,0.0001744,3e-07,23,0
342,0.016258,0.0072971,4.96e-05,0.0072475,3e-07,24,0
343,0.0157345,0.0086196,4.64e-05,0.0071462,0.0014272,24,0
344,0.0190759,0.0487576,6.82e-05,0.0485854,0.0001042,24,0
345,0.0587283,0.1361282,0.0006468,0.1354813,3e-07,24,3.7e-06
346,0.0262312,0.0547936,0.000129,0.0494959,0.0051689,24,0.0003647
347,0.0198583,0.0603994,7.4e-05,0.0557687,0.004557,24,8.7e-06
348,0.0232457,0.0221588,0.0001013,0.0220575,3e-07,24,0
349,0.0334259,0.1409628,0.0002095,0.1407529,7e-07,24,0
350,0.0255505,0.0723533,0.0001224,0.0490394,0.0231918,24,0.0003933
351,0.0080789,0.0341824,1.22e-05,0.0258985,0.0082718,24,2.5e-06
352,0.0035648,0.0147212,2.4e-06,0.0147188,3e-07,24,0
353,0.0174542,0.047771,5.71e-05,0.034712,0.0130021,24,3.56e-05
354,0.0381433,1.647902,0.0002728,0.1769768,1.470652,24,0
355,0.017118,0.0740324,5.5e-05,0.0515776,0.0224001,24,3.56e-05
356,0.1165414,0.39548,0.0025471,0.3929329,3e-07,24,1.69e-05
357,0.0195206,0.0469406,7.15e-05,0.0468691,3e-07,24,9e-07
358,0.0124113,0.0230713,2.89e-05,0.0230424,3e-07,24,6.52e-05
359,0.1693445,0.584397,0.0053781,0.5752924,0.0037268,24,0.0004644
