Node,dA,dPC,dPCintra,dPCflux,dPCconnector,Component,BC
64,0.0050474,0.0000118,0.0000118,0,0,58,0
65,0.0154032,0.0001096,0.0001096,0,0,59,0
66,0.1590733,0.0143001,0.0116885,0.0026093,0.0000024,60,0
67,0.0911461,0.0058056,0.0038374,0.0019528,0.0000154,61,0
68,0.3137403,0.0454683,0.0454678,0.0000005,0,62,0
69,0.0824022,0.0031365,0.0031365,0,0,63,0
70,0.0188296,0.0027539,0.0001638,0.0025902,0,60,0
71,0.0559941,0.003354,0.0014483,0.0019058,0,61,0
72,0.0710415,0.0023312,0.0023312,0,0,64,0
73,0.0159469,0.0001251,0.0001175,0.0000077,0,65,0
74,0.0116386,0.0000626,0.0000626,0,0,66,0
75,0.0385417,0.0006862,0.0006862,0,0,67,0
76,0.177721,0.0147024,0.0145895,0.0001129,0,68,0
77,0.0127166,0.0000824,0.0000747,0.0000077,0,69,0
78,2.06936,1.978041,1.978041,0,0,70,0
79,0.0102781,0.0000606,0.0000488,0.0000115,0.0000003,71,0
80,0.0205148,0.0003529,0.0001944,0.0001466,0.0000119,72,0
81,0.0049137,0.0000196,0.0000112,0.0000084,0,71,0
82,0.0285325,0.0003887,0.000376,0.0000127,0,73,0
83,0.0242167,0.0003309,0.0002709,0.0000598,0.0000003,72,0
84,0.0316492,0.0004664,0.0004627,0.0000037,0,74,0
85,0.018743,0.0001623,0.0001623,0,0,75,0
86,0.0418821,0.0008229,0.0008103,0.0000127,0,76,0
87,0.0557251,0.0014372,0.0014344,0.0000028,0,77,0
88,0.027476,0.0003534,0.0003487,0.0000047,0,78,0
89,0.0152251,0.0001118,0.0001071,0.0000047,0,79,0
90,0.0493626,0.00148,0.0011255,0.0003544,0,80,0
91,0.0109721,0.00041,0.0000556,0.0003544,0,80,0
92,0.2660577,0.0326975,0.0326975,0,0,81,0
93,0.0341213,0.0005378,0.0005378,0,0,82,0
94,0.0244246,0.0003679,0.0002756,0.0000923,0,83,0
95,0.0497262,0.0011555,0.0011422,0.0000134,0,84,0
96,0.0356968,0.0005914,0.0005886,0.0000028,0,85,0
97,0.0095109,0.0000418,0.0000418,0,0,86,0
98,0.201749,0.0189366,0.0188012,0.0001353,0,87,0
99,0.0474541,0.0011325,0.0010402,0.0000923,0,83,0
100,0.0228537,0.0003034,0.0002413,0.0000608,0.0000014,88,0
101,0.0262982,0.0003386,0.0003195,0.0000191,0,89,0
102,0.0211758,0.0002555,0.0002071,0.0000484,0,88,0
103,0.0053361,0.0000132,0.0000132,0,0,90,0
104,0.0778111,0.0393758,0.0027967,0.0256216,0.0109574,91,7.50E-06
105,0.1064097,0.0052303,0.0052303,0,0,92,0
106,0.1780824,0.0147842,0.0146489,0.0001353,0,93,0
107,0.2315336,0.1110442,0.0247623,0.0781699,0.008112,91,7.50E-06
108,0.0404956,0.003919,0.0007575,0.0031616,0,94,0
109,1.32725,0.8476271,0.8137079,0.0339193,0,91,0
110,0.0622276,0.0092467,0.0017887,0.0057339,0.0017242,94,7.50E-06
111,0.0000001,0,0,0,0,94,0
112,0.0445024,0.0010406,0.0009148,0.0001255,0.0000003,95,0
113,0.006589,0.0000201,0.0000201,0,0,96,0
114,0.0102006,0.0000487,0.0000481,0.0000007,0,97,0
115,0.8080186,0.382867,0.3015823,0.0812134,0.0000713,91,0
116,0.0024423,0.0000028,0.0000028,0,0,98,0
117,0.1851051,0.0158997,0.015827,0.0000727,0,99,0
118,0.0066277,0.0002587,0.0000203,0.0002242,0.0000142,100,0
119,0.0047206,0.0000103,0.0000103,0,0,101,0
120,0.0059108,0.0000175,0.0000161,0.0000014,0,102,0
121,0.0072197,0.0000973,0.0000241,0.0000724,0.0000008,99,0
122,0.0626229,0.0021388,0.0018115,0.0003215,0.0000058,100,0
123,0.0032122,0.0000048,0.0000048,0,0,103,0
124,0.2000327,0.0263348,0.0184827,0.0075674,0.0002847,94,7.50E-06
125,0.0264227,0.0003225,0.0003225,0,0,104,0
126,0.0027689,0.0000036,0.0000035,0,0,105,0
127,0.1296443,0.0085711,0.0077637,0.0007994,0.0000079,106,0
128,0.0426876,0.0009385,0.0008417,0.0000968,0,107,0
129,0.0069597,0.0002043,0.0000224,0.0001819,0,108,0
130,0.0013043,0.0000229,0.0000008,0.0000221,0,109,0
131,0.0202823,0.000199,0.00019,0.000009,0,110,0
132,0.0172623,0.0001722,0.0001376,0.0000346,0,111,0
133,0.2951311,0.0636891,0.040234,0.0234551,0,112,0
134,0.0031754,0.0000048,0.0000047,0.0000002,0,113,0
135,0.4018971,0.0749236,0.0746093,0.0003143,0,114,0
136,0.0375236,0.00066,0.0006504,0.0000096,0,115,0
137,0.0076822,0.0000302,0.0000273,0.000003,0,116,0
138,0.0132741,0.0000909,0.0000814,0.0000095,0,117,0
139,0.0144762,0.0003333,0.0000968,0.0002365,0,118,0
140,0.0020234,0.0000049,0.0000019,0.000003,0,116,0
141,0.1294957,0.031201,0.0077459,0.0234551,0,112,0
142,0.1066926,0.0080638,0.0052581,0.0027022,0.0001035,108,3.70E-06
143,0.0123169,0.0000701,0.0000701,0,0,119,0
144,0.0158394,0.0001161,0.0001159,0.0000002,0,120,0
145,0.296925,0.0450754,0.0407246,0.0042944,0.0000564,108,0
146,0.0060864,0.0000171,0.0000171,0,0,121,0
147,0.0517427,0.001237,0.0012367,0.0000003,0,122,0
148,0.0150047,0.0001557,0.000104,0.0000516,0.0000001,123,0
149,0.0095826,0.0000995,0.0000424,0.0000571,0,124,0
150,0.0144068,0.0001474,0.0000959,0.0000515,0,123,0
151,0.0039741,0.0000075,0.0000073,0.0000002,0,125,0
152,0.0060253,0.0000168,0.0000168,0,0,126,0
153,0.0142232,0.0000937,0.0000934,0.0000002,0,127,0
154,0.0509693,0.0532882,0.0012,0.0520882,0,128,0
155,1.412775,0.922053,0.9219541,0.0000989,0,129,0
156,0.0038851,0.0000384,0.000007,0.0000314,0,130,0
157,0.0025675,0.0000632,0.000003,0.0000601,0,131,0
158,0.0553877,0.0014171,0.0014171,0,0,132,0
159,0.4529783,0.0957313,0.0947803,0.0009498,0.0000012,133,0
160,0.0163835,0.001354,0.000124,0.00123,0,128,0
161,0.0176042,0.0007723,0.0001432,0.0006291,0,133,0
162,1.23622,0.7592508,0.7059191,0.0532858,0.0000459,128,3.70E-06
163,0.0266075,0.000327,0.000327,0,0,134,0
164,0.1276625,0.0075282,0.0075282,0,0,135,0
165,0.1456936,0.0098049,0.0098049,0,0,136,0
166,0.1158667,0.0062258,0.0062013,0.0000245,0,137,0
167,0.041093,0.0014887,0.00078,0.0007087,0,138,0
168,0.0332268,0.00051,0.00051,0,0,139,0
169,0.0400728,0.0007418,0.0007418,0,0,140,0
170,0.0338835,0.0007505,0.0005303,0.0002202,0,141,0
171,0.2785209,0.0360528,0.0358326,0.0002202,0,142,0
172,0.6517977,0.1969492,0.1962405,0.0007087,0,143,0
173,0.0068733,0.0000298,0.0000218,0.0000079,0,144,0
174,0.0841435,0.0032704,0.0032704,0,0,145,0
175,0.3639058,0.0611798,0.0611704,0.0000094,0,146,0
176,0.0118593,0.000065,0.000065,0,0,147,0
177,0.0695172,0.0022338,0.0022323,0.0000015,0,148,0
178,0.0054066,0.0000135,0.0000135,0,0,149,0
179,0.1022343,0.0059393,0.0048279,0.0011114,0,150,0
180,0.0894565,0.0048079,0.0036965,0.0011114,0,150,0
181,0.0552028,0.0014076,0.0014076,0,0,151,0
182,0.2304141,0.0245234,0.0245234,0,0,152,0
183,0.0167753,0.00013,0.00013,0,0,153,0
184,0.0478047,0.0010772,0.0010556,0.0000215,0,154,0
185,0.0047836,0.0000429,0.0000106,0.0000291,0.0000032,154,3.70E-06
186,0.0067224,0.0000477,0.0000209,0.0000268,0,154,0
187,0.0952249,0.0041889,0.0041886,0.0000003,0,155,0
188,0.0244839,0.0002783,0.0002769,0.0000014,0,156,0
189,0.4987359,0.1148975,0.1148958,0.0000016,0,157,0
190,0.0182455,0.0001603,0.0001538,0.0000065,0,158,0
191,0.003779,0.0000066,0.0000066,0,0,159,0
192,0.0940196,0.0040897,0.0040832,0.0000065,0,160,0
193,0.0659818,0.002011,0.002011,0,0,161,0
194,1.23605,0.705952,0.7057249,0.0002271,0,162,0
195,0.2695163,0.0337802,0.0335531,0.0002271,0,163,0
196,0.0166027,0.0001273,0.0001273,0,0,164,0
197,0.0066213,0.0000208,0.0000203,0.0000006,0,165,0
198,0.0363958,0.0006119,0.0006119,0,0,166,0
199,0.1521912,0.0106996,0.010699,0.0000007,0,167,0
200,0.010529,0.0000512,0.0000512,0,0,168,0
201,0.0046538,0.00001,0.00001,0,0,169,0
202,0.0170991,0.0001351,0.0001351,0,0,170,0
203,0.0211697,0.0002504,0.000207,0.0000434,0,171,0
204,0.1138692,0.0059893,0.0059893,0,0,172,0
205,0.1167537,0.0062986,0.0062966,0.000002,0,173,0
206,0.0141911,0.0009408,0.000093,0.0008478,0,174,0
207,0.3521889,0.2527258,0.0572947,0.1948704,0.0005607,174,3.70E-06
208,0.0241398,0.0002692,0.0002692,0,0,175,0
209,1.008164,0.6645916,0.4694892,0.1951021,0.0000003,174,0
210,0.0199424,0.0001837,0.0001837,0,0,176,0
211,0.0576824,0.0015369,0.0015369,0,0,177,0
212,0.0391577,0.0007083,0.0007083,0,0,178,0
213,0.0863619,0.0034451,0.0034451,0,0,179,0
214,0.4786185,0.1058138,0.1058138,0,0,180,0
215,0.030089,0.0004182,0.0004182,0,0,181,0
216,0.0211895,0.0002074,0.0002074,0,0,182,0
217,0.0202156,0.0001888,0.0001888,0,0,183,0
218,0.2891346,0.0444183,0.0386156,0.0058007,0.000002,184,0
219,0.0359239,0.0063721,0.0005961,0.005776,0,184,0
220,0.0635927,0.0018967,0.001868,0.0000287,0,185,0
221,0.0892215,0.0036771,0.0036771,0,0,186,0
222,0.0190767,0.0001681,0.0001681,0,0,187,0
223,0.281743,1.258525,0.0366665,0.4850212,0.736837,188,3.00E-05
224,0.1084262,0.0317425,0.0054304,0.0263121,0,188,0
225,0.7677442,2.410369,0.2722678,1.439004,0.6990965,188,5.25E-05
226,0.005049,0.0005728,0.0000118,0.0005611,0,189,0
227,0.0181899,0.0005373,0.0001528,0.0003844,0,190,0
228,2.110042,2.966812,2.056579,0.9102324,0,188,0
229,0.0101752,0.0000478,0.0000478,0,0,191,0
230,0.0492266,0.0123964,0.0011193,0.0112771,0,192,0
231,0.3791642,0.0842773,0.0664076,0.0173364,0.0005333,192,0
232,2.273129,4.689734,2.386774,2.130978,0.171982,188,8.62E-05
233,0.3239657,0.5126666,0.0484798,0.4641868,0,188,0
234,0.1146572,0.0060725,0.0060725,0,0,193,0
235,0.158124,0.1473473,0.0115494,0.1108169,0.024981,188,5.25E-05
236,0.1391659,0.3010422,0.008946,0.174754,0.1173422,188,6.75E-05
237,0.0442559,0.0321777,0.0009047,0.0216087,0.0096644,188,3.00E-05
238,0.0182323,0.0002402,0.0001535,0.0000867,0,194,0
239,0.0339925,0.0110736,0.0005337,0.0105399,0,188,0
240,0.0218515,0.0002206,0.0002206,0,0,195,0
241,0.0326535,0.000493,0.0004925,0.0000005,0,196,0
242,0.0989006,0.0046048,0.0045182,0.0000867,0,194,0
243,0.181095,0.0158689,0.0151487,0.0007202,0,197,0
244,0.0264596,0.0003326,0.0003234,0.0000092,0,198,0
245,0.2148551,0.0220442,0.0213233,0.0007209,0,199,0
246,0.0163172,0.000123,0.000123,0,0,200,0
247,0.0025722,0.0000257,0.0000031,0.0000225,0.0000001,201,0
248,0.0130317,0.0000786,0.0000784,0.0000001,0,202,0
249,0.0610791,0.002223,0.0017233,0.000497,0.0000027,201,0
250,0.0139381,0.0000899,0.0000897,0.0000001,0,203,0
251,0.059153,0.0141854,0.0016163,0.012569,0.0000001,204,0
252,0.0538393,0.0013389,0.0013389,0,0,205,0
253,0.2170195,0.1166415,0.0217551,0.0722082,0.0226782,204,4.50E-05
254,0.231304,0.1388599,0.0247132,0.0810364,0.0331103,204,5.62E-05
255,0.1331832,0.0533654,0.0081934,0.036821,0.0083511,204,2.62E-05
256,0.1851873,0.0878978,0.0158411,0.0683822,0.0036744,204,6.00E-05
257,0.0018584,0.0002406,0.0000016,0.000239,0,204,0
258,0.0983761,0.0045856,0.0044704,0.0001153,0,206,0
259,0.091735,0.0060281,0.0038872,0.0021409,0,204,0
260,0.0128309,0.0001913,0.000076,0.0001153,0,206,0
261,0.0050505,0.0000118,0.0000118,0,0,207,0
262,0.1396279,0.0209156,0.0090055,0.0111572,0.0007529,204,2.62E-05
263,0.0724833,0.0060949,0.0024268,0.003668,0,208,0
264,0.097491,0.0178878,0.0043903,0.0108249,0.0026727,204,6.37E-05
265,0.0432763,0.001289,0.0008651,0.0004239,0,209,0
266,0.0187121,0.0001617,0.0001617,0,0,210,0
267,0.0460483,0.0017502,0.0009795,0.0007707,0,211,0
268,0.1094106,0.0055294,0.0055294,0,0,212,0
269,0.0159218,0.0001425,0.0001171,0.0000251,0.0000003,213,0
270,0.199394,0.0220349,0.0183648,0.0036699,0.0000002,208,0
271,0.0400255,0.0007458,0.00074,0.0000058,0,214,0
272,0.1535447,0.0163786,0.0108901,0.0054885,0,215,0
273,0.4315068,0.0860301,0.0860079,0.0000222,0,216,0
274,0.0789305,0.0033017,0.0028777,0.0004239,0,209,0
275,0.1980989,0.0181271,0.0181271,0,0,217,0
276,0.0595812,0.0024122,0.0016398,0.000772,0.0000004,211,0
277,0.0869355,0.0034933,0.0034911,0.0000022,0,218,0
278,0.1306247,0.0078817,0.0078816,0.0000001,0,219,0
279,0.044556,0.000917,0.000917,0,0,220,0
280,0.0096277,0.0000428,0.0000428,0,0,221,0
281,0.0271693,0.0003422,0.000341,0.0000012,0,222,0
282,0.0050796,0.000051,0.0000119,0.000039,0,223,0
283,0.002187,0.0000034,0.0000022,0.0000012,0,224,0
284,0.0213149,0.0002099,0.0002099,0,0,225,0
285,0.0345693,0.000552,0.000552,0,0,226,0
286,0.0320448,0.0005555,0.0004743,0.0000795,0.0000017,223,3.70E-06
287,0.0932875,0.0040198,0.0040198,0,0,227,0
288,0.0112568,0.0001021,0.0000585,0.0000435,0,223,0
289,0.0292248,0.0003945,0.0003945,0,0,228,0
290,0.0139105,0.0000894,0.0000894,0,0,229,0
291,0.0174634,0.0001417,0.0001409,0.0000008,0,230,0
292,0.1404808,0.0091161,0.0091159,0.0000003,0,231,0
293,0.022511,0.0002402,0.0002341,0.0000061,0,232,0
294,0.0537023,0.0014098,0.0013321,0.0000776,0,233,0
295,0.021171,0.0002847,0.000207,0.0000776,0,233,0
296,0.5166524,0.1287924,0.1232991,0.0054932,0.0000001,215,0
297,0.0095227,0.0000439,0.0000419,0.000002,0,234,0
298,0.0123138,0.00007,0.00007,0,0,235,0
299,0.0082005,0.0000328,0.0000311,0.0000017,0,236,0
300,0.5302609,0.1298813,0.12988,0.0000012,0,237,0
301,0.4994632,0.1152335,0.1152312,0.0000023,0,238,0
302,0.0019136,0.000002,0.0000017,0.0000003,0,239,0
303,0.0029768,0.0001214,0.0000041,0.0001173,0,240,0
304,0.2468895,0.0285183,0.0281558,0.000362,0.0000005,240,0
305,0.0442875,0.0011517,0.000906,0.0002457,0,241,0
306,0.046239,0.0013281,0.0009876,0.0003404,0.0000002,242,0
307,0.010876,0.0003944,0.0000546,0.0003383,0.0000015,242,0
308,0.0690193,0.0022004,0.0022004,0,0,243,0
309,0.0022391,0.0000023,0.0000023,0,0,244,0
310,0.0388528,0.0006994,0.0006973,0.0000021,0,245,0
311,0.0062407,0.000018,0.000018,0,0,246,0
312,0.0387637,0.0006941,0.0006941,0,0,247,0
313,0.0385719,0.0006872,0.0006872,0,0,248,0
314,0.0015477,0.0000084,0.0000011,0.0000073,0,249,0
315,0.0231247,0.0002543,0.000247,0.0000073,0,249,0
316,0.0114927,0.000069,0.000061,0.000008,0,250,0
317,0.0170664,0.0001347,0.0001345,0.0000002,0,251,0
318,0.1170716,0.0063389,0.0063309,0.000008,0,252,0
319,0.0216515,0.0002165,0.0002165,0,0,253,0
320,0.0407264,0.0007663,0.0007662,0.0000002,0,254,0
321,0.0104411,0.0000504,0.0000504,0,0,255,0
322,0.021109,0.0002065,0.0002058,0.0000007,0,256,0
323,0.0083814,0.0000324,0.0000324,0,0,257,0
324,0.0073826,0.0000259,0.0000252,0.0000007,0,258,0
325,0.4605714,0.1416335,0.0979844,0.0436491,0,259,0
326,0.2375784,0.0697212,0.0260722,0.0436491,0,259,0
327,0.0190785,0.0001681,0.0001681,0,0,260,0
328,0.0308415,0.0010001,0.0004394,0.0005607,0,261,0
329,0.2769149,0.0354219,0.0354206,0.0000014,0,262,0
330,0.0455597,0.0026234,0.0009588,0.0014674,0.0001972,261,1.12E-05
331,0.0270443,0.0016427,0.0003378,0.0013041,0.0000007,261,0
332,0.1049296,0.0082672,0.0050858,0.0029665,0.0002149,261,1.12E-05
333,0.2040361,0.0208081,0.0192299,0.0015782,0,261,0
334,0.4146606,0.0800551,0.0794234,0.0006317,0,263,0
335,0.0264261,0.0009543,0.0003226,0.0006316,0.0000001,263,0
336,0.0475363,0.0010442,0.0010438,0.0000004,0,264,0
337,0.0556996,0.0014333,0.0014331,0.0000002,0,265,0
338,0.0328332,0.003216,0.000498,0.0027181,0,266,0
339,1.350469,0.845145,0.842427,0.0027181,0,266,0
340,0.029283,0.0003961,0.0003961,0,0,267,0
341,0.0743306,0.0025521,0.0025521,0,0,268,0
342,0.016258,0.0002437,0.0001221,0.0001216,0,269,0
343,0.0157345,0.0002359,0.0001144,0.0001216,0,269,0
344,0.0190759,0.0001788,0.0001681,0.0000107,0,270,0
345,0.0587283,0.0016043,0.0015932,0.0000111,0,271,0
346,0.0262312,0.0006532,0.0003178,0.0003354,0,272,0
347,0.0198583,0.0001857,0.0001822,0.0000035,0,273,0
348,0.0232457,0.0002496,0.0002496,0,0,274,0
349,0.0334259,0.0005238,0.0005161,0.0000077,0,275,0
350,0.0255505,0.0006369,0.0003016,0.0003354,0,272,0
351,0.0080789,0.0000722,0.0000301,0.0000414,0.0000007,276,0
352,0.0035648,0.0000063,0.0000059,0.0000004,0,277,0
353,0.0174542,0.0001418,0.0001407,0.000001,0,278,0
354,0.0381433,0.0007791,0.000672,0.000107,0,279,0
355,0.017118,0.000256,0.0001354,0.0001206,0,280,0
356,0.1165414,0.011788,0.0062737,0.0055143,0,281,0
357,0.0195206,0.0006386,0.000176,0.0004626,0,282,0
358,0.0124113,0.0000715,0.0000712,0.0000003,0,283,0
359,0.1693445,0.0255083,0.0132466,0.0122616,0,281,0
360,0.0108085,0.000055,0.000054,0.000001,0,284,0
361,0.0715845,0.0023793,0.002367,0.0000123,0,285,0
362,0.0424606,0.0012954,0.0008328,0.0004626,0,282,0
363,0.0106367,0.0000523,0.0000523,0,0,286,0
364,0.0165873,0.0001271,0.0001271,0,0,287,0
365,0.0694348,0.0075069,0.002227,0.0052799,0,281,0
366,0.0134124,0.0001757,0.0000831,0.0000926,0,288,0
367,0.0076345,0.0000269,0.0000269,0,0,289,0
368,0.8729954,0.4220083,0.352036,0.0683207,0.0016517,281,2.25E-05
369,0.0336224,0.001007,0.0005222,0.0004848,0,290,0
370,0.0091729,0.0000389,0.0000389,0,0,291,0
371,0.1017894,0.0527371,0.004786,0.0479511,0,281,0
372,0.0032974,0.0000184,0.000005,0.0000133,0,292,0
373,0.0091849,0.000039,0.000039,0,0,293,0
374,0.0293377,0.0149109,0.0003976,0.0145133,0,294,0
375,0.1878649,0.0163051,0.0163025,0.0000026,0,295,0
376,0.0051903,0.0000248,0.0000124,0.0000124,0,292,0
377,0.0021164,0.0000074,0.0000021,0.0000053,0,296,0
378,0.0225028,0.0002362,0.0002339,0.0000023,0,297,0
379,0.0074606,0.0000257,0.0000257,0,0,298,0
380,0.0193121,0.0001975,0.0001723,0.0000248,0.0000004,292,3.70E-06
381,1.059608,0.7136637,0.5186251,0.1950194,0.0000191,299,0
382,1.160699,1.192855,0.6223037,0.5705117,0.0000401,300,0
383,0.0278791,0.0008121,0.000359,0.0004485,0.0000046,296,0
384,0.0017226,0.0000324,0.0000014,0.000031,0.0000001,301,0
385,0.0215479,0.0002145,0.0002145,0,0,302,0
386,0.0378451,0.0013789,0.0006616,0.0006889,0.0000285,301,5.60E-06
387,0.0035444,0.0002707,0.0000058,0.0002649,0,299,0
388,0.0016611,0.0000076,0.0000013,0.0000064,0,301,0
389,0.0063749,0.0000199,0.0000188,0.0000011,0,303,0
390,0.0110143,0.0001652,0.000056,0.0001089,0.0000003,301,1.12E-05
391,0.0902138,0.0037594,0.0037593,0.0000001,0,304,0
392,0.0083223,0.000177,0.000032,0.000141,0.000004,301,1.69E-05
393,0.0031105,0.0000046,0.0000045,0.0000001,0,305,0
394,0.3510804,0.2522765,0.0569346,0.1946513,0.0006906,299,1.87E-05
395,0.081815,0.0030919,0.0030919,0,0,306,0
396,0.0049194,0.0026561,0.0000112,0.0026449,0,300,0
397,0.232834,0.0250413,0.0250412,0,0,307,0
398,0.0053887,0.0004015,0.0000134,0.0003456,0.0000425,299,1.12E-05
399,0.0757783,0.0026525,0.0026525,0,0,308,0
400,0.2008568,0.1638612,0.0186353,0.1452259,0,300,0
401,0.0084825,0.000079,0.0000332,0.0000458,0,299,0
402,0.0039432,0.0000072,0.0000072,0,0,309,0
403,0.2350572,0.2694838,0.0255217,0.1533103,0.0906518,294,1.12E-05
404,0.0126676,0.0001694,0.0000741,0.000093,0.0000024,310,0
405,0.0141277,0.0000926,0.0000922,0.0000004,0,311,0
406,0.0139697,0.0000906,0.0000901,0.0000004,0,312,0
407,0.1753605,0.0142959,0.0142045,0.0000914,0,313,0
408,0.120215,0.0074479,0.0066754,0.0007699,0.0000025,301,3.70E-06
409,0.035241,0.0149391,0.0005737,0.0143654,0,294,0
410,0.1977291,0.0180594,0.0180594,0,0,314,0
411,3.108527,14.61064,4.463469,9.77957,0.3676066,300,4.12E-05
412,0.037656,0.000655,0.000655,0,0,315,0
413,0.0047368,0.0000104,0.0000104,0,0,316,0
414,0.0788657,0.3481008,0.002873,0.3452278,0,300,0
415,0.1411887,0.1001168,0.0092079,0.0909088,0,294,0
416,0.0157972,0.0002716,0.0001153,0.0001563,0,317,0
417,0.0201068,0.0001897,0.0001867,0.0000029,0,318,0
418,0.0371985,0.0014466,0.0006392,0.0008075,0,319,0
419,0.5297068,0.1438005,0.1296087,0.0141918,0,320,0
420,0.8475383,0.6179694,0.3318041,0.2627092,0.0234561,294,1.87E-05
421,0.5714548,0.1521509,0.1508436,0.0013073,0,321,0
422,0.5153495,0.1247333,0.1226781,0.0020513,0.000004,322,0
423,0.0108444,0.0000615,0.0000543,0.0000072,0,323,0
424,0.0068977,0.0000376,0.000022,0.0000145,0.0000012,324,0
425,0.0070984,0.0000233,0.0000233,0,0,325,0
426,0.0074456,0.000033,0.0000256,0.0000074,0,324,0
427,0.0093358,0.0001103,0.0000403,0.0000701,0,326,0
428,0.036934,0.0007007,0.0006301,0.0000705,0,326,0
429,0.007751,0.0000347,0.0000278,0.000007,0,327,0
430,0.0049273,0.0000303,0.0000112,0.0000167,0.0000025,327,3.70E-06
431,0.4059511,0.1837015,0.0761221,0.1072696,0.0003098,328,0
432,0.010174,0.0000624,0.0000478,0.0000146,0,327,0
433,0.4589339,0.2050695,0.0972889,0.1074608,0.0003198,328,0
434,0.2120892,0.0207778,0.0207778,0,0,329,0
435,0.0061219,0.005519,0.0000173,0.0055016,0,300,0
436,0.0360575,0.0152003,0.0006006,0.0145997,0,300,0
437,5.199865,22.65723,12.48956,10.02445,0.1432168,300,6.75E-05
438,0.1554657,0.0134423,0.0111643,0.002278,0,330,0
439,0.0778952,0.0028027,0.0028027,0,0,331,0
440,0.0083106,0.0000342,0.0000319,0.0000023,0,332,0
441,0.0279633,0.0026748,0.0003612,0.0022067,0.0001068,330,0
442,0.0384848,0.0008242,0.0006841,0.0001401,0,333,0
443,0.0544044,0.0013745,0.0013672,0.0000073,0,334,0
444,0.0117077,0.0000706,0.0000633,0.0000073,0,335,0
