Node	dA	dPC	dPCintra	dPCflux	dPCconnector	
132	0.0172623	0.0001722	0.0001376	0.0000346	0.0000000	
133	0.2951311	0.0636891	0.0402340	0.0234551	0.0000000	
134	0.0031754	0.0000048	0.0000047	0.0000002	0.0000000	
135	0.4018971	0.0749236	0.0746093	0.0003143	0.0000000	
136	0.0375236	0.0006600	0.0006504	0.0000096	0.0000000	
137	0.0076822	0.0000302	0.0000273	0.0000030	0.0000000	
138	0.0132741	0.0000909	0.0000814	0.0000095	0.0000000	
139	0.0144762	0.0003333	0.0000968	0.0002365	0.0000000	
140	0.0020234	0.0000049	0.0000019	0.0000030	0.0000000	
141	0.1294957	0.0312010	0.0077459	0.0234551	0.0000000	
142	0.1066926	0.0080638	0.0052581	0.0027022	0.0001035	
143	0.0123169	0.0000701	0.0000701	0.0000000	0.0000000	
144	0.0158394	0.0001161	0.0001159	0.0000002	0.0000000	
145	0.2969250	0.0450754	0.0407246	0.0042944	0.0000564	
146	0.0060864	0.0000171	0.0000171	0.0000000	0.0000000	
147	0.0517427	0.0012370	0.0012367	0.0000003	0.0000000	
148	0.0150047	0.0001557	0.0001040	0.0000516	0.0000001	
149	0.0095826	0.0000995	0.0000424	0.0000571	0.0000000	
150	0.0144068	0.0001474	0.0000959	0.0000515	0.0000000	
151	0.0039741	0.0000075	0.0000073	0.0000002	0.0000000	
152	0.0060253	0.0000168	0.0000168	0.0000000	0.0000000	
153	0.0142232	0.0000937	0.0000934	0.0000002	0.0000000	
154	0.0509693	0.0532882	0.0012000	0.0520882	0.0000000	
155	1.4127750	0.9220530	0.9219541	0.0000989	0.0000000	
156	0.0038851	0.0000384	0.0000070	0.0000314	0.0000000	
157	0.0025675	0.0000632	0.0000030	0.0000601	0.0000000	
158	0.0553877	0.0014171	0.0014171	0.0000000	0.0000000	
159	0.4529783	0.0957313	0.0947803	0.0009498	0.0000012	
160	0.0163835	0.0013540	0.0001240	0.0012300	0.0000000	
161	0.0176042	0.0007723	0.0001432	0.0006291	0.0000000	
162	1.2362200	0.7592508	0.7059191	0.0532858	0.0000459	
163	0.0266075	0.0003270	0.0003270	0.0000000	0.0000000	
164	0.1276625	0.0075282	0.0075282	0.0000000	0.0000000	
165	0.1456936	0.0098049	0.0098049	0.0000000	0.0000000	
166	0.1158667	0.0062258	0.0062013	0.0000245	0.0000000	
167	0.0410930	0.0014887	0.0007800	0.0007087	0.0000000	
168	0.0332268	0.0005100	0.0005100	0.0000000	0.0000000	
169	0.0400728	0.0007418	0.0007418	0.0000000	0.0000000	
170	0.0338835	0.0007505	0.0005303	0.0002202	0.0000000	
171	0.2785209	0.0360528	0.0358326	0.0002202	0.0000000	
172	0.6517977	0.1969492	0.1962405	0.0007087	0.0000000	
173	0.0068733	0.0000298	0.0000218	0.0000079	0.0000000	
174	0.0841435	0.0032704	0.0032704	0.0000000	0.0000000	
175	0.3639058	0.0611798	0.0611704	0.0000094	0.0000000	
176	0.0118593	0.0000650	0.0000650	0.0000000	0.0000000	
177	0.0695172	0.0022338	0.0022323	0.0000015	0.0000000	
178	0.0054066	0.0000135	0.0000135	0.0000000	0.0000000	
179	0.1022343	0.0059393	0.0048279	0.0011114	0.0000000	
180	0.0894565	0.0048079	0.0036965	0.0011114	0.0000000	
181	0.0552028	0.0014076	0.0014076	0.0000000	0.0000000	
182	0.2304141	0.0245234	0.0245234	0.0000000	0.0000000	
183	0.0167753	0.0001300	0.0001300	0.0000000	0.0000000	
184	0.0478047	0.0010772	0.0010556	0.0000215	0.0000000	
185	0.0047836	0.0000429	0.0000106	0.0000291	0.0000032	
186	0.0067224	0.0000477	0.0000209	0.0000268	0.0000000	
187	0.0952249	0.0041889	0.0041886	0.0000003	0.0000000	
188	0.0244839	0.0002783	0.0002769	0.0000014	0.0000000	
189	0.4987359	0.1148975	0.1148958	0.0000016	0.0000000	
190	0.0182455	0.0001603	0.0001538	0.0000065	0.0000000	
191	0.0037790	0.0000066	0.0000066	0.0000000	0.0000000	
192	0.0940196	0.0040897	0.0040832	0.0000065	0.0000000	
193	0.0659818	0.0020110	0.0020110	0.0000000	0.0000000	
194	1.2360500	0.7059520	0.7057249	0.0002271	0.0000000	
195	0.2695163	0.0337802	0.0335531	0.0002271	0.0000000	
196	0.0166027	0.0001273	0.0001273	0.0000000	0.0000000	
197	0.0066213	0.0000208	0.0000203	0.0000006	0.0000000	
198	0.0363958	0.0006119	0.0006119	0.0000000	0.0000000	
199	0.1521912	0.0106996	0.0106990	0.0000007	0.0000000	
200	0.0105290	0.0000512	0.0000512	0.0000000	0.0000000	
201	0.0046538	0.0000100	0.0000100	0.0000000	0.0000000	
202	0.0170991	0.0001351	0.0001351	0.0000000	0.0000000	
203	0.0211697	0.0002504	0.0002070	0.0000434	0.0000000	
204	0.1138692	0.0059893	0.0059893	0.0000000	0.0000000	
205	0.1167537	0.0062986	0.0062966	0.0000020	0.0000000	
206	0.0141911	0.0009408	0.0000930	0.0008478	0.0000000	
207	0.3521889	0.2527258	0.0572947	0.1948704	0.0005607	
208	0.0241398	0.0002692	0.0002692	0.0000000	0.0000000	
209	1.0081640	0.6645916	0.4694892	0.1951021	0.0000003	
210	0.0199424	0.0001837	0.0001837	0.0000000	0.0000000	
211	0.0576824	0.0015369	0.0015369	0.0000000	0.0000000	
212	0.0391577	0.0007083	0.0007083	0.0000000	0.0000000	
213	0.0863619	0.0034451	0.0034451	0.0000000	0.0000000	
214	0.4786185	0.1058138	0.1058138	0.0000000	0.0000000	
215	0.0300890	0.0004182	0.0004182	0.0000000	0.0000000	
216	0.0211895	0.0002074	0.0002074	0.0000000	0.0000000	
217	0.0202156	0.0001888	0.0001888	0.0000000	0.0000000	
218	0.2891346	0.0444183	0.0386156	0.0058007	0.0000020	
219	0.0359239	0.0063721	0.0005961	0.0057760	0.0000000	
220	0.0635927	0.0018967	0.0018680	0.0000287	0.0000000	
221	0.0892215	0.0036771	0.0036771	0.0000000	0.0000000	
222	0.0190767	0.0001681	0.0001681	0.0000000	0.0000000	
223	0.2817430	1.2585250	0.0366665	0.4850212	0.7368370	
224	0.1084262	0.0317425	0.0054304	0.0263121	0.0000000	
225	0.7677442	2.4103690	0.2722678	1.4390040	0.6990965	
226	0.0050490	0.0005728	0.0000118	0.0005611	0.0000000	
227	0.0181899	0.0005373	0.0001528	0.0003844	0.0000000	
228	2.1100420	2.9668120	2.0565790	0.9102324	0.0000000	
229	0.0101752	0.0000478	0.0000478	0.0000000	0.0000000	
230	0.0492266	0.0123964	0.0011193	0.0112771	0.0000000	
231	0.3791642	0.0842773	0.0664076	0.0173364	0.0005333	
232	2.2731290	4.6897340	2.3867740	2.1309780	0.1719820	
233	0.3239657	0.5126666	0.0484798	0.4641868	0.0000000	
234	0.1146572	0.0060725	0.0060725	0.0000000	0.0000000	
235	0.1581240	0.1473473	0.0115494	0.1108169	0.0249810	
236	0.1391659	0.3010422	0.0089460	0.1747540	0.1173422	
237	0.0442559	0.0321777	0.0009047	0.0216087	0.0096644	
238	0.0182323	0.0002402	0.0001535	0.0000867	0.0000000	
239	0.0339925	0.0110736	0.0005337	0.0105399	0.0000000	
240	0.0218515	0.0002206	0.0002206	0.0000000	0.0000000	
241	0.0326535	0.0004930	0.0004925	0.0000005	0.0000000	
242	0.0989006	0.0046048	0.0045182	0.0000867	0.0000000	
243	0.1810950	0.0158689	0.0151487	0.0007202	0.0000000	
244	0.0264596	0.0003326	0.0003234	0.0000092	0.0000000	
245	0.2148551	0.0220442	0.0213233	0.0007209	0.0000000	
246	0.0163172	0.0001230	0.0001230	0.0000000	0.0000000	
247	0.0025722	0.0000257	0.0000031	0.0000225	0.0000001	
248	0.0130317	0.0000786	0.0000784	0.0000001	0.0000000	
249	0.0610791	0.0022230	0.0017233	0.0004970	0.0000027	
250	0.0139381	0.0000899	0.0000897	0.0000001	0.0000000	
251	0.0591530	0.0141854	0.0016163	0.0125690	0.0000001	
252	0.0538393	0.0013389	0.0013389	0.0000000	0.0000000	
253	0.2170195	0.1166415	0.0217551	0.0722082	0.0226782	
254	0.2313040	0.1388599	0.0247132	0.0810364	0.0331103	
255	0.1331832	0.0533654	0.0081934	0.0368210	0.0083511	
256	0.1851873	0.0878978	0.0158411	0.0683822	0.0036744	
257	0.0018584	0.0002406	0.0000016	0.0002390	0.0000000	
258	0.0983761	0.0045856	0.0044704	0.0001153	0.0000000	
259	0.0917350	0.0060281	0.0038872	0.0021409	0.0000000	
260	0.0128309	0.0001913	0.0000760	0.0001153	0.0000000	
261	0.0050505	0.0000118	0.0000118	0.0000000	0.0000000	
262	0.1396279	0.0209156	0.0090055	0.0111572	0.0007529	
263	0.0724833	0.0060949	0.0024268	0.0036680	0.0000000	
264	0.0974910	0.0178878	0.0043903	0.0108249	0.0026727	
265	0.0432763	0.0012890	0.0008651	0.0004239	0.0000000	
266	0.0187121	0.0001617	0.0001617	0.0000000	0.0000000	
267	0.0460483	0.0017502	0.0009795	0.0007707	0.0000000	
268	0.1094106	0.0055294	0.0055294	0.0000000	0.0000000	
269	0.0159218	0.0001425	0.0001171	0.0000251	0.0000003	
270	0.1993940	0.0220349	0.0183648	0.0036699	0.0000002	
271	0.0400255	0.0007458	0.0007400	0.0000058	0.0000000	
272	0.1535447	0.0163786	0.0108901	0.0054885	0.0000000	
273	0.4315068	0.0860301	0.0860079	0.0000222	0.0000000	
274	0.0789305	0.0033017	0.0028777	0.0004239	0.0000000	
275	0.1980989	0.0181271	0.0181271	0.0000000	0.0000000	
276	0.0595812	0.0024122	0.0016398	0.0007720	0.0000004	
277	0.0869355	0.0034933	0.0034911	0.0000022	0.0000000	
278	0.1306247	0.0078817	0.0078816	0.0000001	0.0000000	
279	0.0445560	0.0009170	0.0009170	0.0000000	0.0000000	
280	0.0096277	0.0000428	0.0000428	0.0000000	0.0000000	
281	0.0271693	0.0003422	0.0003410	0.0000012	0.0000000	
282	0.0050796	0.0000510	0.0000119	0.0000390	0.0000000	
283	0.0021870	0.0000034	0.0000022	0.0000012	0.0000000	
284	0.0213149	0.0002099	0.0002099	0.0000000	0.0000000	
285	0.0345693	0.0005520	0.0005520	0.0000000	0.0000000	
286	0.0320448	0.0005555	0.0004743	0.0000795	0.0000017	
287	0.0932875	0.0040198	0.0040198	0.0000000	0.0000000	
288	0.0112568	0.0001021	0.0000585	0.0000435	0.0000000	
289	0.0292248	0.0003945	0.0003945	0.0000000	0.0000000	
290	0.0139105	0.0000894	0.0000894	0.0000000	0.0000000	
291	0.0174634	0.0001417	0.0001409	0.0000008	0.0000000	
292	0.1404808	0.0091161	0.0091159	0.0000003	0.0000000	
293	0.0225110	0.0002402	0.0002341	0.0000061	0.0000000	
294	0.0537023	0.0014098	0.0013321	0.0000776	0.0000000	
295	0.0211710	0.0002847	0.0002070	0.0000776	0.0000000	
296	0.5166524	0.1287924	0.1232991	0.0054932	0.0000001	
297	0.0095227	0.0000439	0.0000419	0.0000020	0.0000000	
298	0.0123138	0.0000700	0.0000700	0.0000000	0.0000000	
299	0.0082005	0.0000328	0.0000311	0.0000017	0.0000000	
300	0.5302609	0.1298813	0.1298800	0.0000012	0.0000000	
301	0.4994632	0.1152335	0.1152312	0.0000023	0.0000000	
302	0.0019136	0.0000020	0.0000017	0.0000003	0.0000000	
303	0.0029768	0.0001214	0.0000041	0.0001173	0.0000000	
304	0.2468895	0.0285183	0.0281558	0.0003620	0.0000005	
305	0.0442875	0.0011517	0.0009060	0.0002457	0.0000000	
306	0.0462390	0.0013281	0.0009876	0.0003404	0.0000002	
307	0.0108760	0.0003944	0.0000546	0.0003383	0.0000015	
308	0.0690193	0.0022004	0.0022004	0.0000000	0.0000000	
309	0.0022391	0.0000023	0.0000023	0.0000000	0.0000000	
310	0.0388528	0.0006994	0.0006973	0.0000021	0.0000000	
311	0.0062407	0.0000180	0.0000180	0.0000000	0.0000000	
312	0.0387637	0.0006941	0.0006941	0.0000000	0.0000000	
313	0.0385719	0.0006872	0.0006872	0.0000000	0.0000000	
314	0.0015477	0.0000084	0.0000011	0.0000073	0.0000000	
315	0.0231247	0.0002543	0.0002470	0.0000073	0.0000000	
316	0.0114927	0.0000690	0.0000610	0.0000080	0.0000000	
317	0.0170664	0.0001347	0.0001345	0.0000002	0.0000000	
318	0.1170716	0.0063389	0.0063309	0.0000080	0.0000000	
319	0.0216515	0.0002165	0.0002165	0.0000000	0.0000000	
320	0.0407264	0.0007663	0.0007662	0.0000002	0.0000000	
321	0.0104411	0.0000504	0.0000504	0.0000000	0.0000000	
322	0.0211090	0.0002065	0.0002058	0.0000007	0.0000000	
323	0.0083814	0.0000324	0.0000324	0.0000000	0.0000000	
324	0.0073826	0.0000259	0.0000252	0.0000007	0.0000000	
325	0.4605714	0.1416335	0.0979844	0.0436491	0.0000000	
326	0.2375784	0.0697212	0.0260722	0.0436491	0.0000000	
327	0.0190785	0.0001681	0.0001681	0.0000000	0.0000000	
328	0.0308415	0.0010001	0.0004394	0.0005607	0.0000000	
329	0.2769149	0.0354219	0.0354206	0.0000014	0.0000000	
330	0.0455597	0.0026234	0.0009588	0.0014674	0.0001972	
331	0.0270443	0.0016427	0.0003378	0.0013041	0.0000007	
332	0.1049296	0.0082672	0.0050858	0.0029665	0.0002149	
333	0.2040361	0.0208081	0.0192299	0.0015782	0.0000000	
334	0.4146606	0.0800551	0.0794234	0.0006317	0.0000000	
335	0.0264261	0.0009543	0.0003226	0.0006316	0.0000001	
336	0.0475363	0.0010442	0.0010438	0.0000004	0.0000000	
337	0.0556996	0.0014333	0.0014331	0.0000002	0.0000000	
338	0.0328332	0.0032160	0.0004980	0.0027181	0.0000000	
339	1.3504690	0.8451450	0.8424270	0.0027181	0.0000000	
340	0.0292830	0.0003961	0.0003961	0.0000000	0.0000000	
341	0.0743306	0.0025521	0.0025521	0.0000000	0.0000000	
342	0.0162580	0.0002437	0.0001221	0.0001216	0.0000000	
343	0.0157345	0.0002359	0.0001144	0.0001216	0.0000000	
344	0.0190759	0.0001788	0.0001681	0.0000107	0.0000000	
345	0.0587283	0.0016043	0.0015932	0.0000111	0.0000000	
346	0.0262312	0.0006532	0.0003178	0.0003354	0.0000000	
347	0.0198583	0.0001857	0.0001822	0.0000035	0.0000000	
348	0.0232457	0.0002496	0.0002496	0.0000000	0.0000000	
349	0.0334259	0.0005238	0.0005161	0.0000077	0.0000000	
350	0.0255505	0.0006369	0.0003016	0.0003354	0.0000000	
351	0.0080789	0.0000722	0.0000301	0.0000414	0.0000007	
352	0.0035648	0.0000063	0.0000059	0.0000004	0.0000000	
353	0.0174542	0.0001418	0.0001407	0.0000010	0.0000000	
354	0.0381433	0.0007791	0.0006720	0.0001070	0.0000000	
355	0.0171180	0.0002560	0.0001354	0.0001206	0.0000000	
356	0.1165414	0.0117880	0.0062737	0.0055143	0.0000000	
357	0.0195206	0.0006386	0.0001760	0.0004626	0.0000000	
358	0.0124113	0.0000715	0.0000712	0.0000003	0.0000000	
359	0.1693445	0.0255083	0.0132466	0.0122616	0.0000000	
360	0.0108085	0.0000550	0.0000540	0.0000010	0.0000000	
361	0.0715845	0.0023793	0.0023670	0.0000123	0.0000000	
362	0.0424606	0.0012954	0.0008328	0.0004626	0.0000000	
363	0.0106367	0.0000523	0.0000523	0.0000000	0.0000000	
364	0.0165873	0.0001271	0.0001271	0.0000000	0.0000000	
365	0.0694348	0.0075069	0.0022270	0.0052799	0.0000000	
366	0.0134124	0.0001757	0.0000831	0.0000926	0.0000000	
367	0.0076345	0.0000269	0.0000269	0.0000000	0.0000000	
368	0.8729954	0.4220083	0.3520360	0.0683207	0.0016517	
369	0.0336224	0.0010070	0.0005222	0.0004848	0.0000000	
370	0.0091729	0.0000389	0.0000389	0.0000000	0.0000000	
371	0.1017894	0.0527371	0.0047860	0.0479511	0.0000000	
372	0.0032974	0.0000184	0.0000050	0.0000133	0.0000000	
373	0.0091849	0.0000390	0.0000390	0.0000000	0.0000000	
374	0.0293377	0.0149109	0.0003976	0.0145133	0.0000000	
375	0.1878649	0.0163051	0.0163025	0.0000026	0.0000000	
376	0.0051903	0.0000248	0.0000124	0.0000124	0.0000000	
377	0.0021164	0.0000074	0.0000021	0.0000053	0.0000000	
378	0.0225028	0.0002362	0.0002339	0.0000023	0.0000000	
379	0.0074606	0.0000257	0.0000257	0.0000000	0.0000000	
380	0.0193121	0.0001975	0.0001723	0.0000248	0.0000004	
381	1.0596080	0.7136637	0.5186251	0.1950194	0.0000191	
382	1.1606990	1.1928550	0.6223037	0.5705117	0.0000401	
383	0.0278791	0.0008121	0.0003590	0.0004485	0.0000046	
384	0.0017226	0.0000324	0.0000014	0.0000310	0.0000001	
385	0.0215479	0.0002145	0.0002145	0.0000000	0.0000000	
386	0.0378451	0.0013789	0.0006616	0.0006889	0.0000285	
387	0.0035444	0.0002707	0.0000058	0.0002649	0.0000000	
388	0.0016611	0.0000076	0.0000013	0.0000064	0.0000000	
389	0.0063749	0.0000199	0.0000188	0.0000011	0.0000000	
390	0.0110143	0.0001652	0.0000560	0.0001089	0.0000003	
391	0.0902138	0.0037594	0.0037593	0.0000001	0.0000000	
392	0.0083223	0.0001770	0.0000320	0.0001410	0.0000040	
393	0.0031105	0.0000046	0.0000045	0.0000001	0.0000000	
394	0.3510804	0.2522765	0.0569346	0.1946513	0.0006906	
395	0.0818150	0.0030919	0.0030919	0.0000000	0.0000000	
396	0.0049194	0.0026561	0.0000112	0.0026449	0.0000000	
397	0.2328340	0.0250413	0.0250412	0.0000000	0.0000000	
398	0.0053887	0.0004015	0.0000134	0.0003456	0.0000425	
399	0.0757783	0.0026525	0.0026525	0.0000000	0.0000000	
400	0.2008568	0.1638612	0.0186353	0.1452259	0.0000000	
401	0.0084825	0.0000790	0.0000332	0.0000458	0.0000000	
402	0.0039432	0.0000072	0.0000072	0.0000000	0.0000000	
403	0.2350572	0.2694838	0.0255217	0.1533103	0.0906518	
404	0.0126676	0.0001694	0.0000741	0.0000930	0.0000024	
405	0.0141277	0.0000926	0.0000922	0.0000004	0.0000000	
406	0.0139697	0.0000906	0.0000901	0.0000004	0.0000000	
407	0.1753605	0.0142959	0.0142045	0.0000914	0.0000000	
408	0.1202150	0.0074479	0.0066754	0.0007699	0.0000025	
409	0.0352410	0.0149391	0.0005737	0.0143654	0.0000000	
410	0.1977291	0.0180594	0.0180594	0.0000000	0.0000000	
411	3.1085270	14.6106400	4.4634690	9.7795700	0.3676066	
412	0.0376560	0.0006550	0.0006550	0.0000000	0.0000000	
413	0.0047368	0.0000104	0.0000104	0.0000000	0.0000000	
414	0.0788657	0.3481008	0.0028730	0.3452278	0.0000000	
415	0.1411887	0.1001168	0.0092079	0.0909088	0.0000000	
416	0.0157972	0.0002716	0.0001153	0.0001563	0.0000000	
417	0.0201068	0.0001897	0.0001867	0.0000029	0.0000000	
418	0.0371985	0.0014466	0.0006392	0.0008075	0.0000000	
419	0.5297068	0.1438005	0.1296087	0.0141918	0.0000000	
420	0.8475383	0.6179694	0.3318041	0.2627092	0.0234561	
421	0.5714548	0.1521509	0.1508436	0.0013073	0.0000000	
422	0.5153495	0.1247333	0.1226781	0.0020513	0.0000040	
423	0.0108444	0.0000615	0.0000543	0.0000072	0.0000000	
424	0.0068977	0.0000376	0.0000220	0.0000145	0.0000012	
425	0.0070984	0.0000233	0.0000233	0.0000000	0.0000000	
426	0.0074456	0.0000330	0.0000256	0.0000074	0.0000000	
427	0.0093358	0.0001103	0.0000403	0.0000701	0.0000000	
428	0.0369340	0.0007007	0.0006301	0.0000705	0.0000000	
429	0.0077510	0.0000347	0.0000278	0.0000070	0.0000000	
430	0.0049273	0.0000303	0.0000112	0.0000167	0.0000025	
431	0.4059511	0.1837015	0.0761221	0.1072696	0.0003098	
432	0.0101740	0.0000624	0.0000478	0.0000146	0.0000000	
433	0.4589339	0.2050695	0.0972889	0.1074608	0.0003198	
434	0.2120892	0.0207778	0.0207778	0.0000000	0.0000000	
435	0.0061219	0.0055190	0.0000173	0.0055016	0.0000000	
436	0.0360575	0.0152003	0.0006006	0.0145997	0.0000000	
437	5.1998650	22.6572300	12.4895600	10.0244500	0.1432168	
438	0.1554657	0.0134423	0.0111643	0.0022780	0.0000000	
439	0.0778952	0.0028027	0.0028027	0.0000000	0.0000000	
440	0.0083106	0.0000342	0.0000319	0.0000023	0.0000000	
441	0.0279633	0.0026748	0.0003612	0.0022067	0.0001068	
442	0.0384848	0.0008242	0.0006841	0.0001401	0.0000000	
443	0.0544044	0.0013745	0.0013672	0.0000073	0.0000000	
444	0.0117077	0.0000706	0.0000633	0.0000073	0.0000000	
445	0.0793392	0.0220480	0.0029076	0.0191403	0.0000000	
446	0.5056671	0.1372519	0.1181116	0.0191403	0.0000000	
447	0.0027677	0.0000293	0.0000035	0.0000257	0.0000000	
448	0.0204069	0.0002181	0.0001924	0.0000257	0.0000000	
449	0.0149571	0.0001069	0.0001033	0.0000035	0.0000000	
450	0.0011339	0.0000041	0.0000006	0.0000035	0.0000000	
451	0.0571948	0.0015110	0.0015110	0.0000000	0.0000000	
